model,node,prompt_id,prompt_type,n_shown,papers_shown,papers_selected,n_selected,cited_not_shown,n_cited_not_shown,n_fabricated,hallucination_rate
gemini-2.5-flash,1,N1P4,position paper,30,N0P77; N0P110; N0P9; N0P79; SEED_8; SEED_58; SEED_35; N0P12; SEED_42; N0P41; N0P46; N0P24; SEED_89; N0P66; SEED_28; SEED_75; N0P7; N0P76; N0P87; SEED_13; SEED_95; N0P67; N0P45; N0P65; N0P22; N0P118; N0P43; SEED_26; SEED_1; N0P109,N0P77; N0P110; N0P12; N0P87; N0P67; SEED_58; SEED_8; SEED_89; SEED_42; SEED_28,10,,0,0,0.0
gemini-2.5-flash,1,N1P40,position paper,30,N0P94; SEED_99; N0P58; N0P111; N0P48; N0P89; N0P59; SEED_16; N0P95; SEED_6; N0P60; N0P18; SEED_88; SEED_95; SEED_111; SEED_73; N0P9; N0P114; SEED_90; N0P79; N0P14; N0P84; SEED_75; SEED_85; N0P108; N0P103; N0P42; SEED_74; N0P4; N0P119,N0P94; N0P58; N0P48; N0P111; N0P59; SEED_99; SEED_88; SEED_74; SEED_6; N0P103,10,,0,0,0.0
gemini-2.5-flash,1,N1P41,literature review,30,N0P77; SEED_63; N0P68; N0P97; N0P112; N0P33; N0P103; SEED_81; N0P66; SEED_66; SEED_16; N0P12; N0P4; N0P50; SEED_117; N0P107; SEED_52; N0P119; N0P113; N0P55; SEED_18; SEED_43; SEED_5; SEED_46; SEED_17; N0P53; SEED_91; N0P1; N0P60; N0P67,N0P77; N0P68; N0P97; N0P103; N0P107; N0P119; N0P33; SEED_16; SEED_63; SEED_81,10,,0,0,0.0
gemini-2.5-flash,1,N1P42,literature review,30,SEED_70; N0P2; SEED_68; N0P15; SEED_112; N0P116; N0P69; SEED_77; N0P85; N0P91; SEED_50; SEED_105; N0P34; SEED_10; SEED_95; SEED_99; SEED_7; N0P4; N0P111; N0P55; N0P79; SEED_57; N0P54; SEED_87; N0P63; SEED_23; SEED_8; N0P53; N0P49; N0P105,N0P2; N0P15; N0P116; N0P69; N0P53; N0P34; SEED_70; SEED_99; SEED_68; SEED_112,10,,0,0,0.0
gemini-2.5-flash,1,N1P43,literature review,30,SEED_111; SEED_40; SEED_5; N0P101; SEED_63; SEED_57; N0P47; SEED_67; SEED_53; SEED_28; N0P94; N0P16; SEED_18; SEED_69; N0P107; SEED_96; SEED_117; N0P70; N0P34; N0P21; N0P66; N0P30; SEED_79; N0P71; N0P102; N0P19; SEED_32; SEED_51; SEED_54; N0P59,N0P101; N0P94; N0P107; N0P16; N0P34; N0P19; N0P59; N0P47; SEED_53; SEED_28,10,,0,0,0.0
gemini-2.5-flash,1,N1P44,literature review,30,SEED_9; N0P40; N0P85; SEED_46; N0P108; SEED_118; N0P47; SEED_89; N0P88; SEED_5; SEED_74; N0P54; SEED_56; N0P49; SEED_13; SEED_16; SEED_21; SEED_36; N0P74; SEED_57; SEED_3; SEED_55; SEED_10; SEED_64; SEED_104; SEED_100; SEED_32; N0P5; N0P98; SEED_62,N0P40; N0P85; N0P74; N0P49; N0P98; SEED_9; SEED_55; SEED_36; SEED_118; SEED_89,10,,0,0,0.0
gemini-2.5-flash,1,N1P45,position paper,30,N0P88; SEED_18; SEED_7; SEED_28; N0P62; SEED_100; N0P66; SEED_52; N0P36; SEED_40; SEED_83; SEED_74; N0P80; N0P119; SEED_82; N0P104; SEED_43; SEED_54; N0P24; SEED_60; SEED_99; SEED_111; N0P85; SEED_32; N0P25; N0P38; N0P98; SEED_78; SEED_116; N0P28,N0P88; N0P80; SEED_18; SEED_52; SEED_28; SEED_83; SEED_99; SEED_116; SEED_74; SEED_43,10,,0,0,0.0
gemini-2.5-flash,1,N1P46,position paper,30,N0P98; SEED_85; N0P3; N0P39; N0P38; N0P59; N0P66; SEED_84; SEED_98; SEED_57; N0P6; SEED_78; N0P57; N0P41; SEED_67; N0P30; N0P109; SEED_89; N0P68; N0P8; N0P67; SEED_103; SEED_109; SEED_93; SEED_100; N0P103; SEED_59; N0P46; N0P36; N0P51,N0P38; N0P98; N0P3; N0P46; N0P59; N0P51; SEED_98; SEED_103; SEED_109; SEED_89,10,,0,0,0.0
gemini-2.5-flash,1,N1P47,literature review,30,SEED_109; SEED_116; N0P16; SEED_50; N0P52; N0P53; SEED_31; SEED_24; N0P20; SEED_55; SEED_35; SEED_28; N0P22; N0P58; N0P24; N0P101; N0P103; SEED_83; N0P12; SEED_27; N0P32; N0P102; SEED_1; N0P70; N0P28; SEED_97; N0P84; N0P100; N0P40; SEED_56,N0P53; N0P16; N0P20; SEED_116; SEED_28; SEED_24; SEED_55; SEED_109; SEED_31; SEED_56,10,,0,0,0.0
gemini-2.5-flash,1,N1P48,literature review,30,N0P90; N0P101; N0P110; SEED_101; N0P73; SEED_98; N0P47; N0P45; N0P15; SEED_50; N0P87; SEED_41; SEED_72; N0P119; SEED_45; SEED_107; N0P18; N0P31; N0P12; N0P91; N0P84; N0P39; N0P95; SEED_43; N0P82; SEED_23; SEED_65; N0P7; SEED_57; SEED_102,N0P90; N0P101; N0P110; N0P73; SEED_41; SEED_65; SEED_98; SEED_72; SEED_101; SEED_43,10,,0,0,0.0
gemini-2.5-flash,1,N1P49,position paper,30,SEED_71; SEED_112; N0P111; SEED_94; SEED_8; N0P32; SEED_85; N0P54; N0P23; SEED_89; N0P58; SEED_36; SEED_86; N0P47; N0P82; SEED_96; N0P70; N0P45; SEED_110; N0P119; SEED_51; N0P12; N0P42; SEED_41; N0P112; N0P95; N0P74; SEED_55; N0P65; SEED_113,N0P111; N0P23; N0P58; N0P42; SEED_41; SEED_55; SEED_94; SEED_89; SEED_112; SEED_8,10,,0,0,0.0
gemini-2.5-flash,1,N1P5,position paper,30,N0P22; N0P104; SEED_107; N0P53; SEED_90; SEED_40; N0P56; N0P113; N0P17; SEED_99; N0P83; SEED_63; N0P82; SEED_78; SEED_77; N0P87; SEED_43; N0P88; N0P64; SEED_101; N0P115; SEED_1; N0P57; N0P37; SEED_37; N0P5; SEED_26; N0P42; SEED_97; N0P78,N0P22; N0P104; N0P53; SEED_107; N0P87; N0P57; SEED_1; SEED_99; SEED_90; SEED_26,10,,0,0,0.0
gemini-2.5-flash,1,N1P50,literature review,30,N0P1; SEED_107; N0P49; SEED_0; SEED_115; SEED_56; N0P69; SEED_75; N0P111; SEED_76; N0P34; SEED_87; SEED_40; SEED_95; N0P112; SEED_52; N0P114; SEED_34; SEED_80; N0P10; SEED_84; N0P65; SEED_58; N0P113; SEED_16; N0P64; SEED_61; SEED_4; SEED_45; N0P54,N0P1; N0P49; N0P69; N0P34; SEED_45; SEED_95; SEED_0; SEED_107; SEED_115; SEED_80,10,,0,0,0.0
gemini-2.5-flash,1,N1P51,literature review,30,SEED_68; SEED_54; N0P34; N0P76; N0P96; SEED_112; SEED_44; N0P69; N0P55; N0P64; N0P30; N0P102; N0P9; N0P91; SEED_105; SEED_79; SEED_119; N0P38; N0P79; SEED_34; SEED_13; SEED_87; N0P19; SEED_47; SEED_48; N0P109; N0P103; SEED_108; N0P57; SEED_95,N0P34; N0P69; N0P96; N0P19; SEED_68; SEED_54; SEED_112; SEED_44; SEED_47; SEED_13,10,,0,0,0.0
gemini-2.5-flash,1,N1P52,position paper,30,SEED_37; N0P68; SEED_32; SEED_88; SEED_33; SEED_58; N0P19; SEED_31; N0P114; N0P63; SEED_60; SEED_114; SEED_26; N0P90; SEED_21; SEED_83; SEED_38; N0P73; N0P108; N0P35; N0P99; SEED_67; SEED_90; N0P103; SEED_105; N0P78; N0P88; N0P59; N0P76; SEED_0,N0P68; N0P114; N0P63; SEED_37; SEED_58; SEED_33; SEED_88; SEED_32; SEED_114; SEED_31,10,,0,0,0.0
gemini-2.5-flash,1,N1P53,position paper,30,N0P43; SEED_32; SEED_108; N0P25; SEED_75; N0P76; SEED_118; N0P50; N0P104; SEED_33; N0P41; SEED_102; N0P56; N0P107; N0P15; SEED_109; SEED_1; SEED_15; SEED_34; N0P5; N0P28; SEED_24; N0P7; SEED_66; N0P30; N0P34; N0P4; SEED_55; SEED_60; SEED_36,N0P43; N0P25; N0P50; SEED_108; SEED_1; SEED_55; SEED_24; SEED_109; SEED_15; SEED_33,10,,0,0,0.0
gemini-2.5-flash,1,N1P54,position paper,30,SEED_107; SEED_41; SEED_90; SEED_99; SEED_118; SEED_89; SEED_100; SEED_34; N0P26; SEED_48; N0P43; SEED_44; N0P73; N0P84; N0P114; N0P28; SEED_97; N0P92; SEED_54; SEED_63; N0P59; N0P82; SEED_38; N0P12; N0P61; N0P88; N0P106; N0P22; N0P91; SEED_80,N0P26; N0P43; SEED_41; SEED_34; SEED_118; SEED_99; SEED_90; SEED_89; SEED_48; SEED_54,10,,0,0,0.0
gemini-2.5-flash,1,N1P55,literature review,30,N0P107; N0P8; N0P15; N0P118; SEED_100; N0P44; SEED_84; N0P103; SEED_36; N0P57; N0P14; N0P117; N0P54; N0P35; SEED_95; SEED_71; N0P12; N0P63; N0P46; SEED_38; N0P6; N0P100; N0P7; SEED_23; SEED_111; SEED_40; SEED_109; N0P90; SEED_37; N0P96,N0P8; N0P107; N0P118; N0P100; N0P103; N0P14; SEED_100; N0P57; SEED_36; SEED_109,10,,0,0,0.0
gemini-2.5-flash,1,N1P56,position paper,30,SEED_81; SEED_82; SEED_35; N0P88; SEED_42; N0P119; SEED_21; N0P104; SEED_8; SEED_53; SEED_112; N0P114; N0P64; SEED_119; N0P5; SEED_11; N0P34; SEED_71; SEED_72; N0P63; N0P18; SEED_76; N0P15; SEED_17; N0P84; SEED_67; N0P116; SEED_104; N0P44; SEED_78,N0P88; N0P119; N0P34; SEED_53; SEED_11; SEED_42; SEED_81; SEED_104; SEED_35; SEED_8,10,,0,0,0.0
gemini-2.5-flash,1,N1P57,position paper,30,SEED_17; N0P22; N0P74; N0P28; N0P98; N0P41; N0P99; N0P59; N0P82; N0P78; SEED_86; N0P58; N0P110; N0P94; SEED_60; SEED_14; SEED_75; N0P96; N0P119; SEED_58; SEED_51; N0P1; N0P70; N0P0; SEED_114; SEED_59; N0P67; N0P10; N0P107; N0P108,N0P22; N0P28; N0P74; N0P99; N0P41; SEED_86; SEED_14; N0P59; SEED_17; SEED_51,10,,0,0,0.0
gemini-2.5-flash,1,N1P58,position paper,30,SEED_83; SEED_69; N0P19; N0P48; SEED_109; N0P38; N0P96; SEED_82; SEED_40; N0P45; N0P91; N0P70; N0P6; N0P40; SEED_104; SEED_58; SEED_26; N0P116; SEED_90; SEED_19; N0P29; SEED_119; N0P49; SEED_68; SEED_105; SEED_7; SEED_4; SEED_48; SEED_21; N0P43,N0P19; N0P38; N0P48; N0P96; N0P49; SEED_83; SEED_69; SEED_82; SEED_109; SEED_26,10,,0,0,0.0
gemini-2.5-flash,1,N1P59,literature review,30,SEED_113; N0P116; SEED_78; N0P0; N0P119; SEED_3; N0P43; SEED_60; SEED_7; SEED_81; SEED_119; SEED_117; SEED_16; SEED_93; SEED_64; SEED_51; SEED_39; N0P52; SEED_34; N0P5; SEED_24; N0P35; SEED_74; SEED_26; SEED_89; N0P80; N0P9; SEED_116; N0P92; SEED_102,N0P116; N0P0; N0P119; N0P43; N0P80; N0P52; N0P5; SEED_3; SEED_24; SEED_113,10,,0,0,0.0
gemini-2.5-flash,1,N1P6,position paper,30,N0P75; N0P119; SEED_53; N0P66; N0P10; SEED_66; N0P57; N0P61; SEED_89; N0P0; N0P38; N0P117; SEED_91; SEED_45; N0P12; SEED_97; SEED_29; SEED_110; N0P84; SEED_83; SEED_41; SEED_18; N0P91; N0P28; SEED_109; SEED_30; SEED_57; N0P30; SEED_84; N0P20,N0P75; N0P38; N0P119; N0P0; N0P57; SEED_57; SEED_53; SEED_41; SEED_89; SEED_109,10,,0,0,0.0
gemini-2.5-flash,1,N1P60,literature review,30,SEED_112; SEED_99; N0P64; SEED_87; N0P7; SEED_20; N0P82; N0P99; N0P30; SEED_65; SEED_93; SEED_82; SEED_79; N0P68; N0P100; SEED_0; N0P44; SEED_47; N0P47; N0P38; N0P41; N0P11; SEED_70; N0P67; N0P116; SEED_13; N0P33; N0P57; SEED_8; N0P35,N0P64; N0P99; N0P100; N0P7; SEED_0; SEED_112; SEED_99; SEED_82; SEED_65; SEED_20,10,,0,0,0.0
gemini-2.5-flash,1,N1P61,literature review,30,N0P7; N0P96; SEED_116; SEED_95; N0P86; N0P95; N0P65; SEED_115; N0P101; N0P52; N0P67; SEED_64; N0P57; N0P74; N0P23; N0P19; SEED_50; SEED_98; SEED_9; SEED_75; SEED_6; SEED_11; N0P100; N0P85; N0P63; SEED_105; N0P103; N0P89; SEED_45; SEED_22,N0P7; N0P86; SEED_95; N0P96; N0P74; N0P95; SEED_6; SEED_98; SEED_45; N0P67,10,,0,0,0.0
gemini-2.5-flash,1,N1P62,position paper,30,SEED_41; SEED_118; SEED_62; N0P91; SEED_2; SEED_64; SEED_117; N0P55; N0P35; N0P110; N0P74; SEED_48; N0P84; SEED_54; SEED_76; SEED_45; SEED_28; SEED_72; N0P53; SEED_77; SEED_89; SEED_32; N0P52; SEED_18; N0P23; N0P30; N0P6; N0P29; N0P64; SEED_73,N0P91; N0P84; N0P110; SEED_89; N0P55; SEED_41; SEED_118; SEED_62; SEED_2; SEED_28,10,,0,0,0.0
gemini-2.5-flash,1,N1P63,position paper,30,SEED_57; SEED_10; N0P64; SEED_58; N0P117; SEED_109; SEED_5; SEED_9; SEED_6; N0P51; SEED_70; N0P109; SEED_31; N0P69; N0P62; SEED_102; N0P54; N0P18; N0P86; N0P12; SEED_46; SEED_63; N0P89; N0P39; N0P27; SEED_45; N0P49; N0P110; SEED_69; SEED_34,N0P64; N0P117; N0P69; SEED_58; SEED_6; SEED_57; SEED_10; SEED_9; SEED_31; SEED_109,10,,0,0,0.0
gemini-2.5-flash,1,N1P64,position paper,30,SEED_7; SEED_97; N0P85; N0P108; N0P83; SEED_46; SEED_80; N0P86; SEED_73; N0P101; SEED_10; SEED_56; SEED_12; SEED_107; SEED_3; SEED_91; SEED_18; N0P90; SEED_112; SEED_87; N0P71; SEED_84; SEED_49; SEED_78; SEED_21; N0P16; N0P109; N0P77; SEED_86; N0P24,N0P85; N0P86; SEED_46; SEED_18; SEED_56; SEED_21; SEED_97; SEED_80; SEED_86; SEED_73,10,,0,0,0.0
gemini-2.5-flash,1,N1P65,position paper,30,N0P66; N0P113; SEED_49; SEED_95; N0P106; N0P114; SEED_13; SEED_32; SEED_4; SEED_86; N0P27; N0P13; SEED_36; SEED_118; N0P52; N0P91; SEED_27; N0P59; N0P86; SEED_15; SEED_7; N0P119; SEED_82; N0P4; SEED_69; SEED_2; SEED_114; SEED_105; N0P62; N0P93,N0P66; N0P113; N0P106; SEED_95; SEED_13; SEED_86; N0P13; N0P114; SEED_4; SEED_27,10,,0,0,0.0
gemini-2.5-flash,1,N1P66,position paper,30,SEED_45; N0P83; SEED_75; SEED_84; SEED_2; SEED_80; N0P24; N0P54; SEED_109; SEED_6; SEED_78; N0P90; SEED_82; N0P113; N0P109; SEED_119; N0P59; N0P103; N0P117; N0P10; N0P9; N0P119; SEED_116; SEED_37; SEED_46; N0P4; SEED_30; SEED_101; N0P95; SEED_106,N0P83; N0P95; N0P24; N0P90; SEED_119; SEED_45; N0P117; SEED_116; SEED_6; SEED_84,10,,0,0,0.0
gemini-2.5-flash,1,N1P67,literature review,30,N0P20; N0P88; N0P3; SEED_32; N0P48; N0P89; N0P66; N0P78; SEED_25; N0P50; SEED_9; N0P97; N0P38; N0P1; SEED_33; SEED_1; SEED_14; SEED_104; SEED_108; N0P12; SEED_88; N0P85; SEED_3; SEED_0; SEED_50; SEED_60; N0P2; SEED_46; SEED_61; N0P35,N0P20; N0P88; N0P3; N0P1; N0P89; N0P66; SEED_25; SEED_32; SEED_9; SEED_33,10,,0,0,0.0
gemini-2.5-flash,1,N1P68,position paper,30,N0P96; N0P110; N0P111; SEED_78; N0P20; N0P87; SEED_27; SEED_10; N0P34; SEED_68; N0P58; SEED_19; N0P108; SEED_58; SEED_36; SEED_29; SEED_13; SEED_46; N0P21; SEED_94; SEED_74; SEED_25; SEED_112; N0P81; N0P24; N0P74; N0P22; SEED_80; SEED_106; N0P72,N0P96; N0P110; N0P22; N0P111; N0P34; N0P74; SEED_27; SEED_74; SEED_78; SEED_36,10,,0,0,0.0
gemini-2.5-flash,1,N1P69,literature review,30,SEED_90; N0P60; SEED_74; SEED_39; N0P42; N0P34; SEED_60; N0P62; N0P56; SEED_32; SEED_70; SEED_86; SEED_119; SEED_98; SEED_16; SEED_7; SEED_65; N0P101; SEED_63; SEED_66; SEED_34; SEED_21; N0P18; N0P48; N0P94; SEED_17; SEED_27; N0P69; SEED_92; SEED_33,N0P60; N0P42; N0P34; SEED_98; SEED_39; SEED_74; SEED_90; SEED_60; SEED_65; SEED_27,10,,0,0,0.0
gemini-2.5-flash,1,N1P7,literature review,30,SEED_17; N0P15; SEED_103; N0P81; SEED_98; SEED_42; SEED_66; N0P44; SEED_63; N0P82; N0P118; N0P60; SEED_79; N0P42; N0P87; SEED_73; SEED_67; N0P6; SEED_27; N0P54; N0P10; SEED_70; SEED_83; N0P76; N0P30; SEED_86; N0P65; N0P95; SEED_71; N0P84,N0P15; N0P81; N0P87; SEED_98; SEED_17; SEED_103; SEED_27; SEED_42; SEED_66; SEED_67,10,,0,0,0.0
gemini-2.5-flash,1,N1P70,position paper,30,N0P57; N0P93; SEED_34; N0P84; SEED_0; N0P27; N0P88; N0P79; N0P71; SEED_53; SEED_65; SEED_115; SEED_99; N0P97; N0P107; SEED_105; N0P48; N0P46; N0P7; SEED_32; SEED_63; N0P3; N0P110; SEED_39; N0P17; N0P5; N0P82; N0P101; N0P72; SEED_56,N0P57; N0P84; N0P93; N0P71; N0P46; N0P79; SEED_65; SEED_0; SEED_99; SEED_53,10,,0,0,0.0
gemini-2.5-flash,1,N1P71,position paper,30,SEED_31; SEED_21; N0P51; N0P20; N0P42; N0P33; N0P54; SEED_91; N0P73; N0P91; SEED_4; N0P72; N0P9; N0P64; SEED_107; SEED_15; N0P100; N0P32; N0P4; N0P0; SEED_29; SEED_73; N0P62; SEED_61; N0P71; N0P67; SEED_93; SEED_60; N0P40; SEED_83,N0P51; N0P20; N0P42; N0P33; N0P0; SEED_31; SEED_21; SEED_91; SEED_4; N0P32,10,,0,0,0.0
gemini-2.5-flash,1,N1P72,position paper,30,SEED_78; N0P89; N0P93; N0P113; SEED_104; SEED_29; SEED_35; SEED_65; SEED_110; SEED_111; N0P68; SEED_2; N0P52; N0P51; N0P70; SEED_11; SEED_109; N0P45; N0P101; N0P86; N0P38; SEED_56; SEED_50; SEED_17; SEED_79; SEED_119; SEED_23; SEED_101; SEED_82; N0P85,N0P89; N0P38; N0P93; SEED_65; SEED_78; SEED_109; SEED_104; SEED_29; SEED_111; SEED_11,10,,0,0,0.0
gemini-2.5-flash,1,N1P73,literature review,30,N0P64; N0P28; SEED_29; SEED_36; N0P39; SEED_87; SEED_102; N0P24; N0P54; SEED_68; N0P55; SEED_83; N0P79; SEED_28; N0P118; SEED_84; SEED_77; SEED_65; N0P34; N0P14; SEED_16; N0P22; SEED_56; SEED_74; N0P23; SEED_73; N0P11; N0P93; N0P92; SEED_106,N0P64; N0P28; N0P39; N0P34; SEED_68; SEED_36; SEED_56; SEED_74; SEED_102; SEED_28,10,,0,0,0.0
gemini-2.5-flash,1,N1P74,literature review,30,SEED_116; SEED_103; SEED_57; N0P15; SEED_85; N0P57; N0P93; N0P33; SEED_71; N0P4; SEED_99; SEED_66; SEED_6; N0P104; SEED_104; N0P102; N0P65; SEED_33; SEED_50; N0P108; N0P111; N0P11; N0P72; SEED_58; N0P17; SEED_43; SEED_31; SEED_73; SEED_15; N0P88,N0P15; N0P33; N0P4; N0P57; SEED_116; SEED_57; SEED_6; SEED_103; SEED_85; SEED_43,10,,0,0,0.0
gemini-2.5-flash,1,N1P75,position paper,30,N0P42; N0P6; SEED_48; N0P4; N0P28; N0P97; SEED_103; SEED_88; SEED_25; SEED_74; SEED_27; N0P73; N0P113; N0P3; SEED_34; SEED_100; SEED_21; N0P92; N0P8; N0P41; SEED_78; N0P37; SEED_86; SEED_58; N0P25; N0P100; SEED_3; SEED_29; SEED_102; N0P104,N0P6; N0P4; N0P28; N0P97; N0P100; SEED_103; SEED_27; SEED_88; SEED_74; SEED_86,10,,0,0,0.0
gemini-2.5-flash,1,N1P76,literature review,30,N0P113; N0P76; SEED_47; N0P88; SEED_22; N0P46; SEED_60; SEED_36; SEED_62; SEED_21; SEED_40; SEED_114; N0P102; N0P79; SEED_119; N0P81; N0P3; N0P21; N0P57; N0P52; N0P62; SEED_27; SEED_64; SEED_43; SEED_45; N0P85; SEED_61; SEED_42; N0P8; SEED_113,N0P113; N0P88; N0P46; N0P76; SEED_47; SEED_22; SEED_62; SEED_21; SEED_36; SEED_27,10,,0,0,0.0
gemini-2.5-flash,1,N1P77,literature review,30,SEED_1; SEED_55; SEED_50; SEED_109; SEED_72; N0P24; SEED_74; SEED_5; SEED_15; SEED_17; N0P32; N0P53; SEED_10; N0P56; N0P23; N0P15; SEED_41; SEED_60; SEED_97; N0P25; N0P48; SEED_36; N0P20; SEED_43; N0P46; SEED_6; SEED_87; N0P50; N0P4; N0P55,N0P24; N0P53; N0P32; SEED_41; SEED_6; SEED_55; SEED_15; SEED_1; SEED_109; SEED_36,10,,0,0,0.0
gemini-2.5-flash,1,N1P78,literature review,30,N0P101; N0P72; SEED_47; SEED_108; SEED_41; SEED_39; N0P87; N0P78; SEED_71; SEED_76; SEED_51; N0P45; N0P28; N0P74; N0P51; N0P14; SEED_118; SEED_22; N0P59; N0P70; SEED_81; N0P75; N0P42; N0P40; SEED_6; SEED_111; SEED_106; N0P27; N0P98; SEED_40,N0P101; N0P72; N0P87; SEED_41; SEED_6; SEED_39; SEED_47; SEED_108; SEED_118; SEED_51,10,,0,0,0.0
gemini-2.5-flash,1,N1P79,position paper,30,SEED_113; N0P11; N0P119; N0P101; SEED_115; N0P95; SEED_41; SEED_69; SEED_102; N0P23; N0P25; N0P39; SEED_105; SEED_90; SEED_77; SEED_51; N0P100; SEED_66; N0P34; N0P94; N0P28; SEED_18; SEED_27; N0P54; N0P82; SEED_101; N0P97; N0P30; N0P48; N0P22,N0P11; N0P119; N0P100; N0P95; N0P34; SEED_113; SEED_115; SEED_41; SEED_77; SEED_27,10,,0,0,0.0
gemini-2.5-flash,1,N1P8,literature review,30,SEED_1; SEED_109; SEED_19; N0P30; SEED_72; N0P53; N0P4; N0P17; N0P37; SEED_6; SEED_117; SEED_20; SEED_79; N0P55; N0P79; N0P103; N0P114; N0P71; N0P28; SEED_3; SEED_64; SEED_68; SEED_4; SEED_53; SEED_39; SEED_105; N0P47; SEED_73; N0P11; SEED_32,N0P30; N0P53; SEED_6; SEED_19; SEED_72; SEED_20; SEED_53; SEED_1; SEED_109; SEED_39,10,,0,0,0.0
gemini-2.5-flash,1,N1P80,position paper,30,SEED_42; SEED_51; SEED_64; N0P104; SEED_49; SEED_9; SEED_41; N0P63; SEED_36; SEED_33; SEED_74; SEED_24; N0P46; N0P115; SEED_23; SEED_108; SEED_30; SEED_39; SEED_52; SEED_21; SEED_4; SEED_53; SEED_19; N0P56; SEED_2; N0P98; N0P43; N0P7; N0P33; SEED_63,N0P104; N0P63; N0P46; N0P115; SEED_30; SEED_41; SEED_33; SEED_53; SEED_24; SEED_42,10,,0,0,0.0
gemini-2.5-flash,1,N1P81,position paper,30,N0P91; SEED_37; SEED_112; SEED_116; N0P9; N0P53; N0P73; SEED_15; SEED_108; SEED_22; SEED_106; N0P8; N0P50; N0P1; SEED_40; SEED_39; SEED_113; N0P95; N0P35; N0P62; N0P78; SEED_53; N0P113; SEED_107; N0P119; N0P41; N0P70; N0P80; N0P0; N0P18,N0P91; N0P73; N0P53; N0P1; SEED_37; SEED_112; SEED_116; SEED_108; SEED_39; SEED_53,10,,0,0,0.0
gemini-2.5-flash,1,N1P82,position paper,30,SEED_19; N0P63; SEED_85; N0P29; SEED_50; N0P39; N0P35; N0P30; N0P118; N0P82; SEED_110; N0P78; N0P97; SEED_17; SEED_14; N0P42; SEED_67; SEED_25; N0P22; N0P56; N0P100; SEED_93; N0P0; N0P38; N0P34; SEED_20; SEED_80; SEED_96; SEED_60; SEED_79,N0P63; N0P29; N0P30; N0P39; N0P0; N0P34; SEED_50; SEED_14; SEED_85; SEED_19,10,,0,0,0.0
gemini-2.5-flash,1,N1P83,position paper,30,N0P63; N0P86; SEED_97; N0P96; SEED_31; N0P75; SEED_88; N0P4; N0P73; N0P6; N0P112; SEED_92; N0P7; SEED_62; N0P108; N0P57; N0P62; N0P23; N0P51; N0P97; SEED_33; N0P35; SEED_49; N0P16; N0P82; SEED_111; SEED_100; SEED_53; N0P70; SEED_117,N0P63; N0P96; N0P75; N0P6; N0P23; SEED_100; SEED_88; SEED_31; SEED_97; SEED_53,10,,0,0,0.0
gemini-2.5-flash,1,N1P84,position paper,30,SEED_107; SEED_79; SEED_71; N0P34; SEED_65; N0P79; N0P17; SEED_70; N0P48; N0P55; N0P98; N0P59; N0P63; SEED_55; SEED_74; N0P9; N0P6; SEED_117; SEED_103; N0P93; N0P85; N0P37; SEED_81; SEED_100; N0P69; SEED_64; SEED_105; SEED_108; N0P82; N0P88,N0P34; N0P69; SEED_107; N0P79; N0P55; N0P59; SEED_65; SEED_79; SEED_74; SEED_55,10,,0,0,0.0
gemini-2.5-flash,1,N1P85,literature review,30,N0P100; N0P43; N0P111; N0P75; N0P81; SEED_110; N0P1; N0P84; N0P12; SEED_87; N0P45; N0P109; SEED_112; N0P117; N0P74; N0P54; SEED_54; N0P116; SEED_67; N0P55; N0P5; N0P89; SEED_16; SEED_27; SEED_117; N0P40; SEED_13; SEED_56; N0P39; SEED_86,N0P100; N0P75; N0P45; N0P109; N0P39; N0P111; N0P117; SEED_86; N0P43; SEED_27,10,,0,0,0.0
gemini-2.5-flash,1,N1P86,position paper,30,N0P63; SEED_64; N0P12; SEED_52; N0P29; N0P27; N0P116; SEED_26; SEED_20; N0P20; N0P15; SEED_63; SEED_11; SEED_112; SEED_54; SEED_30; N0P104; N0P7; N0P61; SEED_98; SEED_1; SEED_110; N0P107; SEED_51; SEED_19; SEED_81; SEED_84; N0P60; N0P95; N0P28,N0P27; N0P29; N0P63; SEED_52; SEED_98; SEED_30; SEED_64; SEED_20; SEED_11; SEED_51,10,,0,0,0.0
gemini-2.5-flash,1,N1P87,position paper,30,SEED_91; N0P23; SEED_0; SEED_97; SEED_81; N0P115; SEED_76; SEED_69; N0P17; N0P79; SEED_117; SEED_107; SEED_106; N0P68; N0P96; N0P47; SEED_50; SEED_46; SEED_82; SEED_19; N0P104; SEED_35; SEED_112; N0P38; N0P28; N0P62; N0P1; SEED_40; SEED_4; N0P114,N0P23; N0P17; N0P115; SEED_69; SEED_0; SEED_97; SEED_81; SEED_76; SEED_107; SEED_40,10,,0,0,0.0
gemini-2.5-flash,1,N1P88,position paper,30,N0P68; N0P56; SEED_87; SEED_61; SEED_1; SEED_63; N0P85; N0P113; SEED_111; N0P41; N0P72; SEED_91; SEED_42; SEED_113; N0P44; N0P53; N0P66; SEED_77; SEED_101; SEED_4; N0P6; SEED_6; SEED_13; SEED_104; N0P63; N0P89; SEED_30; SEED_7; SEED_3; SEED_10,N0P68; N0P56; N0P53; N0P85; N0P41; SEED_1; SEED_6; SEED_61; SEED_87; SEED_30,10,,0,0,0.0
