model,node,prompt_id,prompt_type,n_shown,papers_shown,papers_selected,n_selected,cited_not_shown,n_cited_not_shown,n_fabricated,hallucination_rate
gemini-2.5-pro,9,N9P42,literature review,30,N8P90; N7P28; N5P77; N5P12; N5P21; N4P40; N1P72; N4P102; N4P82; N7P52; N5P70; SEED_19; N8P1; SEED_61; SEED_43; N5P27; N7P115; N2P87; N8P84; N4P99; N7P65; N8P85; N4P74; N0P85; N4P1; N8P93; N2P104; N0P10; N0P54; N7P111,N8P90; N7P28; N5P77; N4P82; N2P87; N2P104; N7P115; N5P21; N1P72; SEED_61,10,,0,0,0.0
gemini-2.5-pro,9,N9P43,position paper,30,N2P31; N2P62; N2P112; N1P12; N2P18; N4P32; N7P6; N6P78; SEED_96; N7P68; N1P28; SEED_7; N6P109; N1P52; N7P12; N1P79; N6P111; N7P53; N2P54; N3P32; N6P35; SEED_117; N3P106; N4P63; N6P17; N4P111; N2P12; SEED_14; N5P48; N5P0,N2P112; N6P111; N2P62; N2P18; N1P12; N7P68; N4P111; N3P106; N7P6; SEED_14,10,,0,0,0.0
gemini-2.5-pro,9,N9P44,position paper,30,N0P36; SEED_112; N3P57; N7P63; N1P51; N7P44; N0P81; N7P76; N3P45; N1P73; N7P35; N3P17; N3P90; SEED_12; N5P74; N4P50; N8P68; N3P117; N1P35; N6P3; N1P0; N1P7; N6P23; SEED_77; N6P88; N7P74; N0P77; N6P19; N7P23; N6P79,N3P57; N0P36; N7P63; N0P81; N5P74; N1P51; N7P44; SEED_77; SEED_112; SEED_12,10,,0,0,0.0
gemini-2.5-pro,9,N9P45,position paper,30,N3P66; N2P88; N1P77; SEED_49; SEED_103; N3P72; N5P20; N6P84; N1P34; N6P39; N1P92; N3P86; N1P57; N5P24; N2P104; N0P5; N4P109; N0P72; N8P8; N1P117; N2P19; N5P18; N3P75; N0P99; N5P7; N6P57; N4P56; N1P73; N7P40; N3P78,N2P88; N3P66; N3P72; N0P99; N2P104; N0P5; N1P57; SEED_103; SEED_49; N1P117,10,,0,0,0.0
gemini-2.5-pro,9,N9P46,position paper,30,N4P89; N3P35; N8P105; N6P20; N8P108; N2P35; N6P18; N7P42; N2P60; SEED_105; SEED_106; N1P79; N5P108; N4P46; N4P8; N4P15; N4P74; N4P102; N0P32; N6P64; SEED_114; N3P103; N2P16; N0P97; N4P40; N6P3; N4P51; N0P114; N8P74; N3P8,N7P42; N6P18; N4P89; N3P35; N8P105; N6P20; N4P15; N3P8; N4P74; N3P103,10,,0,0,0.0
gemini-2.5-pro,9,N9P47,literature review,30,N1P69; N4P119; N5P18; N6P49; N1P104; N1P48; N4P36; N7P48; N1P43; N6P82; N2P49; N4P74; N2P30; N8P35; N0P47; N3P98; N1P92; N4P55; N0P95; N4P75; N7P53; N0P51; N3P6; N1P94; N3P0; N8P80; N2P46; N3P36; N0P48; N1P58,N0P95; N1P69; N4P119; N1P48; N6P82; N1P94; N1P92; N7P48; N3P6; N0P51,10,,0,0,0.0
gemini-2.5-pro,9,N9P48,literature review,30,N0P14; N3P41; N3P6; N6P43; N5P102; SEED_35; N2P27; N2P93; N1P104; N2P114; N1P83; N5P31; N4P13; N1P116; N2P95; N8P80; N4P10; N6P23; N0P10; N6P117; N3P34; N7P61; N2P97; N8P101; N7P56; N7P26; N4P114; N1P108; N5P78; N6P84,N3P41; N1P104; N6P43; N1P83; N2P114; N2P97; N2P27; SEED_35; N7P56; N2P93,10,,0,0,0.0
gemini-2.5-pro,9,N9P49,literature review,30,N4P9; N7P79; SEED_59; SEED_58; N5P51; N7P51; N0P119; N7P96; N4P44; N3P93; N0P87; N5P19; N6P103; N3P7; N4P25; N0P77; N4P84; N1P63; N0P40; N4P64; N3P101; N2P8; N5P54; N3P46; N2P89; N2P113; N6P64; N7P33; N7P78; SEED_91,N7P79; N5P51; N4P9; N7P51; N7P96; N0P119; SEED_58; SEED_59; N3P93; N6P103,10,,0,0,0.0
gemini-2.5-pro,9,N9P5,literature review,30,N5P39; N4P69; N1P74; SEED_42; SEED_49; SEED_97; N3P98; N6P106; N4P61; SEED_27; N6P0; N4P14; N6P28; N2P87; N7P7; N1P108; N0P33; N0P53; N2P60; N1P64; N5P85; N2P11; N1P104; N5P15; N0P55; N2P102; N8P78; N1P47; N2P9; N4P115,N5P39; N1P74; N4P69; N2P87; N2P11; N2P102; SEED_42; SEED_49; SEED_27; N6P106,10,,0,0,0.0
gemini-2.5-pro,9,N9P50,literature review,30,N1P84; N1P6; N6P35; SEED_71; N4P21; N6P26; N0P31; N2P110; N1P61; SEED_17; N8P107; N4P45; N8P27; N2P45; N0P36; N7P23; N6P117; N3P83; N6P9; N6P7; N3P88; N4P65; N0P51; N3P111; N4P112; N2P60; N0P12; N1P91; N7P86; SEED_90,N0P36; N6P35; N1P84; N3P83; N1P61; SEED_17; N0P51; N0P31; SEED_71; SEED_90,10,,0,0,0.0
gemini-2.5-pro,9,N9P51,position paper,30,N6P10; N7P109; N7P51; N6P84; N3P67; N3P36; N4P3; N3P109; N8P88; N0P67; N5P5; N6P70; N8P4; N4P4; N1P52; N8P21; N3P105; N6P12; N1P11; N3P77; N8P107; N0P89; N6P75; N4P66; N1P115; N5P8; N1P27; N1P26; N7P36; SEED_16,N8P4; N3P67; N7P51; N3P36; N8P88; N6P84; N6P10; N1P52; N5P5; N4P3,10,,0,0,0.0
gemini-2.5-pro,9,N9P52,position paper,30,N8P41; N2P71; N6P26; N0P20; N3P97; N3P78; N0P55; N2P115; N3P96; N4P24; N6P10; N8P54; N5P72; N3P101; N6P11; N3P24; N2P14; N5P48; N6P67; N5P41; SEED_58; SEED_8; N1P29; N6P66; N7P61; N5P49; N7P26; N3P4; N3P88; N5P4,N6P26; N8P41; N3P97; N2P115; N0P20; N3P24; N3P4; N6P11; N2P14; N5P72,10,,0,0,0.0
gemini-2.5-pro,9,N9P53,literature review,30,N8P38; N4P82; N5P33; N0P87; N1P89; N5P35; N7P30; SEED_10; N2P0; N1P99; N8P79; N5P61; SEED_3; SEED_66; N4P63; N1P12; N7P75; N3P84; N4P105; N7P116; SEED_109; N7P33; N3P40; N8P70; N5P94; N6P76; N6P53; N2P49; N5P107; N6P22,N8P38; N1P99; N4P82; N5P33; N7P30; N5P35; N1P89; N0P87; N2P0; SEED_10,10,,0,0,0.0
gemini-2.5-pro,9,N9P54,literature review,30,N7P4; N3P102; N1P74; N1P36; N2P113; N4P18; N4P78; N7P62; N8P59; N6P8; N1P105; N4P76; N1P7; SEED_106; N6P21; N5P37; N4P9; SEED_74; N5P117; N8P55; N5P21; N8P23; N4P58; N7P21; N1P115; N0P8; N1P82; N2P74; N0P116; SEED_18,N3P102; N1P36; N7P4; N4P18; N8P59; N0P116; N1P74; N8P23; N2P74; N2P113,10,,0,0,0.0
gemini-2.5-pro,9,N9P55,position paper,30,N3P11; N2P51; SEED_103; N7P70; N5P80; N6P49; N6P87; N5P82; N7P67; SEED_9; N2P118; SEED_55; N7P66; N4P29; N1P97; SEED_91; N4P9; N3P59; N1P39; N4P102; N0P95; N7P111; N3P80; N0P75; SEED_71; SEED_53; N3P54; SEED_64; N4P24; N6P72,N4P29; N3P11; N1P39; N3P59; N7P70; N2P118; SEED_103; SEED_55; SEED_9; SEED_53,10,,0,0,0.0
gemini-2.5-pro,9,N9P56,literature review,30,N2P60; N5P49; N7P54; N8P115; N5P69; N8P30; N6P55; N4P8; N8P44; N8P98; N3P22; N8P31; N2P67; N1P109; N5P96; N3P99; N6P69; N2P65; N6P116; N7P97; N1P108; N1P29; N2P1; N0P41; N5P48; SEED_105; N5P103; N6P8; N1P94; N5P28,N2P60; N8P30; N7P54; N5P69; N1P29; N0P41; N1P94; N2P1; N2P67; N5P28,10,,0,0,0.0
gemini-2.5-pro,9,N9P57,literature review,30,N1P70; N1P19; N1P21; N8P101; SEED_71; N5P31; N5P115; N5P100; N6P15; N7P0; N5P49; SEED_43; N1P34; N1P3; N5P32; N6P108; N3P80; SEED_6; N8P59; N4P54; SEED_77; N2P63; N1P12; N2P113; N7P87; N3P37; N8P37; N3P53; N7P25; SEED_1,N5P100; N3P53; N1P70; N1P19; N8P101; SEED_6; N6P108; N3P80; SEED_43; SEED_1,10,,0,0,0.0
gemini-2.5-pro,9,N9P58,position paper,30,N2P16; N3P93; N2P12; N3P62; SEED_51; N3P84; N5P90; SEED_23; N5P99; N0P107; N0P10; SEED_64; N7P109; N5P46; N0P109; N0P17; N2P68; N1P59; N8P112; N0P19; SEED_52; N4P109; N1P64; N0P94; N4P49; N2P3; N3P24; SEED_82; N6P77; N6P27,N0P107; N2P16; N3P93; N1P64; N5P46; N0P94; N1P59; N5P90; N3P62; SEED_51,10,,0,0,0.0
gemini-2.5-pro,9,N9P59,position paper,30,SEED_29; N7P53; N1P109; N5P21; N2P91; N4P2; SEED_107; N5P8; N0P7; N7P82; N8P51; N7P60; SEED_56; N3P35; N5P102; N6P98; N1P99; N6P97; N3P110; N2P16; N8P5; N2P102; N6P14; N7P21; N5P51; N0P32; N0P98; N8P112; N4P41; SEED_73,N5P51; N7P21; N1P109; N2P91; N0P98; SEED_107; SEED_29; N7P82; N5P21; N5P8,10,,0,0,0.0
gemini-2.5-pro,9,N9P6,position paper,30,N8P98; SEED_58; N6P80; N8P60; N0P2; N8P26; SEED_32; N7P43; N4P66; SEED_68; N0P19; N7P84; SEED_71; N5P52; SEED_36; N0P30; N5P39; N1P35; N3P29; N3P25; N6P78; N1P64; N0P72; N3P93; N0P83; N0P119; N8P96; N7P10; N4P52; N4P34,N0P2; N8P98; N0P83; SEED_58; N4P66; N7P84; N0P19; SEED_32; SEED_68; SEED_36,10,,0,0,0.0
gemini-2.5-pro,9,N9P60,position paper,30,SEED_7; N4P40; N2P37; N7P36; N7P40; N5P77; SEED_38; N5P1; N1P67; N2P63; N1P78; SEED_34; N0P94; SEED_20; N6P70; N0P19; N7P64; N0P97; N5P17; N8P91; N1P91; N0P22; N4P96; N3P42; N0P41; SEED_14; N1P21; N2P36; N8P71; N5P98,N0P22; N5P1; N4P40; N2P37; N5P77; N0P41; N2P36; N5P98; SEED_14; N0P94,10,,0,0,0.0
gemini-2.5-pro,9,N9P61,literature review,30,N0P52; SEED_41; N3P1; N6P107; N7P107; N1P50; N3P43; N8P62; N7P119; N8P61; N4P95; N0P55; N4P28; N8P105; N3P46; N2P112; N6P60; N0P80; SEED_93; N0P28; N8P66; N2P27; N7P74; N5P98; N5P28; N5P2; N8P64; N0P42; N4P41; N7P32,N3P1; N1P50; N0P52; N0P28; N0P55; N0P80; N4P41; N3P43; SEED_93; SEED_41,10,,0,0,0.0
gemini-2.5-pro,9,N9P62,literature review,30,N2P59; N3P64; N4P53; N0P74; N0P82; N3P53; N0P110; N0P111; N0P103; N2P9; N8P47; N5P34; N3P78; N7P93; N1P43; N5P105; N7P80; N3P49; N8P77; N2P117; N6P103; N2P96; N8P52; SEED_62; N2P20; SEED_3; N3P25; N1P95; N8P68; N7P39,N0P82; N2P59; N2P96; N0P111; N0P110; N3P64; N0P74; N1P43; SEED_62; SEED_3,10,,0,0,0.0
gemini-2.5-pro,9,N9P63,literature review,30,N8P2; N8P83; SEED_104; N2P6; SEED_54; N8P17; N8P8; N8P13; N4P20; N8P50; N4P117; SEED_61; N6P119; N5P29; N5P60; N1P22; N4P52; N3P105; N6P79; N1P111; N2P60; N1P108; SEED_3; N7P57; N8P40; N2P62; N3P7; SEED_33; N8P62; SEED_42,N4P20; N8P83; N8P2; N8P13; N1P111; SEED_61; SEED_3; SEED_33; N2P6; N8P40,10,,0,0,0.0
gemini-2.5-pro,9,N9P64,literature review,30,N8P50; N0P29; N8P18; N3P67; N3P24; SEED_40; N0P78; SEED_92; N6P9; N2P20; N6P38; N3P36; N5P28; N7P6; N4P91; N8P94; N8P12; SEED_15; SEED_66; N2P8; N1P36; N3P12; N7P74; N3P23; N4P14; SEED_82; N7P64; SEED_54; N4P29; SEED_96,N0P78; N8P18; N8P50; N0P29; SEED_15; N3P67; N3P12; SEED_40; SEED_92; SEED_96,10,,0,0,0.0
gemini-2.5-pro,9,N9P65,position paper,30,SEED_100; N4P3; N2P62; N8P108; N7P63; N7P60; N7P33; N3P63; N4P35; N4P55; N6P47; N8P40; SEED_40; N7P119; N8P119; N2P47; SEED_78; N7P56; N0P49; N3P9; N4P113; N1P10; N2P108; N7P99; N5P71; N5P118; N8P74; N3P69; N2P110; N5P91,N8P108; N4P3; N4P35; N2P62; N7P56; N1P10; N2P108; N0P49; SEED_78; SEED_40,10,,0,0,0.0
gemini-2.5-pro,9,N9P66,position paper,30,SEED_96; N4P48; N7P42; SEED_14; N2P46; N6P20; N4P26; N3P67; N6P14; N1P1; N7P93; N4P62; N2P56; SEED_2; N5P66; N3P29; SEED_37; N3P1; N5P20; N0P68; N1P14; N7P16; N7P67; N5P10; N7P72; N3P33; N1P57; N1P12; N6P85; N6P62,N3P67; N7P42; N4P48; N1P14; N1P57; N5P10; N1P1; SEED_14; SEED_96; N6P85,10,,0,0,0.0
gemini-2.5-pro,9,N9P67,position paper,30,N6P109; N8P43; N6P10; N5P113; N5P29; N3P61; N0P105; N4P20; N7P43; N8P94; N7P90; N3P41; N2P42; SEED_32; N0P112; N2P57; N0P52; N2P19; N3P115; N6P13; N8P7; N5P61; N2P27; N5P119; N7P42; N3P64; SEED_36; N4P26; N6P8; N1P19,N4P20; N6P109; N8P94; N6P10; N0P105; N3P41; N3P61; N4P26; SEED_36; N8P43,10,,0,0,0.0
gemini-2.5-pro,9,N9P68,position paper,30,N8P78; N4P109; N1P2; N3P87; N4P42; N3P45; N0P14; N5P43; N5P1; N1P45; N7P102; N3P40; N4P62; N8P54; N6P77; N7P24; SEED_75; N2P34; N1P65; N8P13; N2P77; N7P114; N1P30; N8P66; N6P114; N8P110; N4P74; N1P18; N7P17; N6P56,N3P87; N1P2; N3P45; N4P109; N1P30; N8P78; N3P40; N4P42; N0P14; N1P45,10,,0,0,0.0
gemini-2.5-pro,9,N9P69,literature review,30,N3P26; N8P17; N1P60; N1P29; N2P97; N3P45; N8P90; N2P15; N5P11; N1P115; N1P99; N6P71; N5P115; N7P112; SEED_51; SEED_96; N4P7; N1P19; SEED_74; N5P105; N6P60; N6P99; N2P7; SEED_28; N8P39; N5P52; N0P105; N6P45; N2P63; N4P6,N8P17; N3P26; N1P60; N3P45; N1P99; N1P29; N0P105; N2P15; N2P97; N5P11,10,,0,0,0.0
gemini-2.5-pro,9,N9P7,position paper,30,N7P70; N4P98; N8P94; N7P81; N6P12; N3P54; SEED_46; N4P74; N5P116; N0P91; N8P35; SEED_96; N2P117; SEED_92; N5P82; N3P67; N4P12; N5P85; N3P20; N0P101; N2P15; N0P27; N4P65; N6P81; N4P111; N0P88; N3P100; N8P10; N2P48; N6P65,N0P101; N8P94; N7P81; N0P91; N5P116; N6P12; N4P98; SEED_46; N3P54; N6P81,10,,0,0,0.0
gemini-2.5-pro,9,N9P70,literature review,30,N8P24; N8P84; N7P93; N2P43; N2P33; N3P57; N8P13; N7P43; N8P94; N3P109; N6P57; N7P65; N4P118; N1P36; N3P107; N1P93; N6P109; N1P59; N3P7; N5P38; N0P22; N4P35; SEED_82; N8P95; N7P55; N2P101; N7P40; N0P28; N0P67; N5P70,N1P93; N0P22; N8P24; N7P93; N8P94; N1P59; N2P33; N3P109; N8P13; N8P95,10,,0,0,0.0
gemini-2.5-pro,9,N9P71,position paper,30,N8P5; N3P109; N2P45; N8P6; N5P112; N2P57; SEED_1; N0P73; N0P26; N7P106; N4P17; N3P89; N0P32; N6P37; N2P33; N1P110; N4P115; N8P117; N3P55; N1P33; N3P77; N7P86; N2P21; N2P104; SEED_66; N5P106; N2P90; SEED_63; N5P80; N8P2,N0P26; N8P5; N3P109; N8P6; N2P57; N0P73; N5P112; N2P45; SEED_1; N4P17,10,,0,0,0.0
gemini-2.5-pro,9,N9P72,literature review,30,N7P7; N4P77; N5P7; N0P64; N1P67; N0P88; N8P103; N0P117; N1P30; N3P12; SEED_119; N1P93; N7P116; N4P41; N1P81; N3P31; N8P89; N1P76; N6P33; N1P61; N7P11; N0P119; N7P33; N2P107; N1P9; N8P14; N8P106; SEED_63; N8P54; N3P58,N4P77; N1P30; N7P7; N1P61; N1P93; N0P119; N1P81; N3P12; N0P64; SEED_119,10,,0,0,0.0
gemini-2.5-pro,9,N9P73,literature review,30,N6P3; N6P27; N7P24; N1P7; N0P80; SEED_59; N1P54; N7P81; N1P113; N6P28; N4P107; N4P14; N6P75; N4P96; N5P56; N0P74; N2P109; N5P116; N2P6; N7P119; N2P118; N7P90; N2P83; N4P36; N5P104; N8P81; N6P51; N5P10; N8P21; N3P104,N1P54; N6P27; N7P24; N6P28; N6P3; N1P7; N1P113; SEED_59; N7P81; N0P80,10,,0,0,0.0
gemini-2.5-pro,9,N9P74,literature review,30,N5P98; N7P10; SEED_24; N0P76; N1P43; N3P7; N8P3; N8P93; N6P117; SEED_48; N7P40; N7P65; N3P20; N3P3; N3P108; N7P78; N0P4; N4P94; N0P14; N3P49; N6P70; SEED_44; N7P66; N3P86; N2P26; N5P57; N7P84; N2P86; SEED_4; N6P64,N5P98; N7P10; N0P4; N0P76; N1P43; N6P70; SEED_24; SEED_48; SEED_4; SEED_44,10,,0,0,0.0
gemini-2.5-pro,9,N9P75,position paper,30,N2P85; SEED_31; N1P65; N4P70; N1P80; N7P58; SEED_75; N7P68; N8P70; SEED_81; N7P57; N2P2; N5P94; N5P7; N4P74; SEED_30; N6P100; N3P33; N1P40; N7P90; N8P35; N5P107; N6P58; N5P115; N1P44; SEED_21; N0P29; N1P20; N5P72; N7P25,N2P85; N1P65; N4P70; N1P80; N0P29; N3P33; N7P58; SEED_31; SEED_81; SEED_30,10,,0,0,0.0
gemini-2.5-pro,9,N9P76,position paper,30,SEED_112; N3P107; N1P5; SEED_119; SEED_48; N4P2; N2P12; N4P114; N0P16; N0P113; N4P58; N7P77; N3P115; N1P60; N0P115; N4P48; N2P36; SEED_12; N6P32; N7P58; N6P35; N7P30; N2P34; N0P96; N5P5; N7P9; N2P56; N6P54; N0P36; N8P91,N4P2; N3P107; N1P5; N0P16; N3P115; N0P96; SEED_48; SEED_119; SEED_112; N0P115,10,,0,0,0.0
gemini-2.5-pro,9,N9P77,position paper,30,N7P40; N4P29; N4P58; N3P37; N1P101; N6P58; N6P34; N3P41; N0P86; N8P83; N4P98; N5P63; N4P77; N1P79; N8P41; N2P93; N1P5; N3P109; N0P45; N1P82; N6P11; N4P21; SEED_80; N1P87; SEED_30; N0P104; N0P72; N6P36; N4P100; SEED_101,N4P29; N5P63; N7P40; N3P37; N1P101; N0P86; N0P72; N4P58; N4P77; SEED_30,10,,0,0,0.0
gemini-2.5-pro,9,N9P78,position paper,30,N6P117; N5P74; N1P85; N1P88; N3P47; N0P34; N3P11; N4P94; SEED_71; N8P44; N0P71; SEED_116; N0P25; N3P91; N7P52; N6P31; N8P77; N2P115; N4P4; N3P66; SEED_2; SEED_59; SEED_113; N7P28; N6P25; N6P114; N0P37; SEED_45; SEED_28; N5P105,N4P94; N6P117; N0P34; N0P37; SEED_59; N3P11; SEED_71; SEED_116; SEED_28; N6P31,10,,0,0,0.0
gemini-2.5-pro,9,N9P79,literature review,30,N5P11; N7P60; N5P65; SEED_26; N8P12; N1P25; N7P97; N4P103; N6P4; N1P79; N4P54; N3P112; N7P108; N0P41; N6P40; N0P8; N1P113; N0P7; N6P64; N7P117; SEED_72; N3P25; N5P43; N8P77; N0P102; N0P111; N0P100; N0P19; N5P54; N4P59,N5P11; N7P60; N8P12; N7P97; N4P103; N6P4; N4P54; N0P111; N5P65; N5P43,10,,0,0,0.0
gemini-2.5-pro,9,N9P8,literature review,30,N6P51; N4P1; SEED_28; N3P118; SEED_50; N2P13; N5P84; N4P30; N2P82; N7P116; N1P34; N6P67; N8P101; N6P42; N2P53; N5P34; N5P7; N7P91; N5P16; N6P90; SEED_119; N2P43; N0P26; N1P27; N7P38; N8P72; N1P106; N8P36; N8P7; N7P76,N4P30; N4P1; N6P90; SEED_119; N1P27; N1P34; N1P106; SEED_50; N6P51; N7P38,10,,0,0,0.0
gemini-2.5-pro,9,N9P80,literature review,30,SEED_88; N7P47; N5P34; N3P100; SEED_76; N5P97; N4P21; N0P97; N2P32; N0P29; SEED_16; N2P81; N0P54; N2P52; N3P92; N7P18; N5P51; N7P29; N1P83; N1P111; N8P90; N6P6; N0P57; N2P112; N3P81; N2P66; N7P34; N1P39; N4P93; N7P115,N7P47; N5P97; N3P100; N4P93; N2P81; N0P29; SEED_88; SEED_16; SEED_76; N4P21,10,,0,0,0.0
gemini-2.5-pro,9,N9P81,literature review,30,N0P87; N8P38; N2P3; N2P16; N2P21; N4P47; N1P50; N4P84; N0P83; N6P92; N7P75; N3P116; SEED_47; N1P66; N3P76; N5P25; N3P50; N4P65; N4P24; N5P1; N6P95; N2P63; N8P2; SEED_23; N5P0; N7P36; N7P29; N4P102; N1P93; N8P53,N8P38; N2P16; N4P84; N2P21; N6P92; N0P87; N7P36; N0P83; SEED_47; SEED_23,10,,0,0,0.0
gemini-2.5-pro,9,N9P82,literature review,30,N5P70; N8P2; N4P8; SEED_15; N0P38; N7P43; N3P103; N1P107; N4P91; N7P8; N1P43; N0P3; N2P54; N8P99; N6P116; N7P41; N6P34; N6P18; N5P38; N7P6; N4P57; N6P48; SEED_0; SEED_30; SEED_102; SEED_77; N6P88; N5P50; SEED_60; N4P110,N7P43; N5P70; N8P2; N4P91; N4P8; N0P3; N0P38; N1P107; N6P116; SEED_30,10,,0,0,0.0
gemini-2.5-pro,9,N9P83,position paper,30,N0P25; N1P50; N4P51; N2P6; N5P55; N6P71; N7P9; N8P26; N5P119; N3P38; N8P104; SEED_42; N2P106; N5P64; N6P64; N1P107; N2P18; N1P112; N2P118; SEED_31; SEED_105; SEED_49; N6P59; N4P99; SEED_7; N6P0; N5P5; N1P70; N8P81; N3P8,N5P55; N1P50; N4P99; N2P106; SEED_42; SEED_31; SEED_49; N1P107; N2P6; N7P9,10,,0,0,0.0
gemini-2.5-pro,9,N9P84,position paper,30,N1P5; N6P9; N4P3; N5P98; N4P57; N3P52; N4P19; N8P87; N4P105; N2P42; N5P65; N4P33; N3P87; N1P16; N1P23; N5P35; N0P29; N5P78; SEED_53; N5P50; N6P72; N5P58; N4P78; N0P70; SEED_15; N5P28; N8P1; SEED_47; N4P62; N5P105,N6P9; N4P3; N4P19; N1P5; N2P42; N0P29; N5P65; N5P28; SEED_47; SEED_53,10,,0,0,0.0
gemini-2.5-pro,9,N9P85,position paper,30,N6P8; N1P88; SEED_37; N7P68; N8P63; N6P91; N2P105; N8P86; N5P55; N1P71; N3P44; N2P117; N0P3; N1P26; N4P114; N6P39; N2P78; N5P12; N1P106; N6P11; N4P28; N1P27; N2P6; N5P9; N6P36; N0P62; N1P53; N5P38; N8P48; N8P115,N1P88; N6P8; N2P105; N8P86; N1P106; N1P53; N0P3; N6P91; N2P6; SEED_37,10,,0,0,0.0
gemini-2.5-pro,9,N9P86,literature review,30,N2P64; N3P116; N5P70; SEED_68; N8P84; N3P23; N7P14; N8P7; N1P19; N0P29; N3P24; N0P77; N0P57; N4P70; N6P101; N1P52; N4P21; N2P8; N5P76; N6P53; N8P85; SEED_84; SEED_57; N5P114; N1P33; SEED_107; N1P18; N5P58; N8P66; N0P45,N2P64; N5P70; N3P23; N7P14; N8P84; N0P29; N0P57; N1P19; SEED_68; SEED_107,10,,0,0,0.0
gemini-2.5-pro,9,N9P87,position paper,30,N4P78; N2P31; N0P81; N5P3; N1P12; N3P118; N4P79; N1P17; N5P117; SEED_110; N2P22; N0P119; N2P64; N2P85; N4P40; SEED_96; SEED_117; N6P28; N2P87; N7P15; N3P10; N2P86; N3P42; N8P63; N8P92; N6P105; N8P110; N7P76; N2P23; N2P72,N1P17; N4P78; N5P3; N3P118; N0P81; N4P79; N2P23; N7P76; SEED_110; SEED_96,10,,0,0,0.0
gemini-2.5-pro,9,N9P88,literature review,30,N2P9; N8P108; SEED_33; N3P67; N0P95; N5P87; N2P24; N4P72; SEED_86; N7P118; N3P42; N7P53; N5P34; N4P110; N2P86; N7P76; N8P61; N6P110; N2P52; N5P84; N1P25; N7P98; N6P48; N0P13; N4P77; N5P52; N2P98; N7P61; N8P75; N3P85,N8P108; N4P72; N2P9; N7P118; N7P76; N6P48; N0P13; SEED_33; N3P67; SEED_86,10,,0,0,0.0
gemini-2.5-pro,9,N9P89,literature review,30,N6P93; N6P14; SEED_10; N5P7; N5P59; N5P31; N6P84; N6P26; N3P60; N6P41; N6P77; N3P104; N2P45; N2P6; N6P86; N2P15; N1P2; N3P52; N3P119; N8P83; N7P40; N2P108; N0P112; SEED_61; N4P62; N0P78; N2P42; N8P115; N7P42; N1P58,N6P93; N1P2; N6P14; N5P7; N6P84; N5P59; N3P52; N6P77; N2P6; SEED_61,10,,0,0,0.0
gemini-2.5-pro,9,N9P9,literature review,30,SEED_98; N0P116; N4P44; N4P104; N8P86; N3P115; N2P60; N3P78; N0P52; N8P85; N1P91; N2P103; N0P83; SEED_115; N7P99; N6P28; SEED_34; SEED_3; N3P0; N7P72; SEED_37; N1P33; N1P6; N7P85; SEED_59; N2P15; N7P105; N5P66; SEED_47; N6P91,N4P44; N0P116; N0P52; SEED_98; SEED_47; SEED_3; SEED_37; N0P83; SEED_34; SEED_59,10,,0,0,0.0
gemini-2.5-pro,9,N9P90,literature review,30,SEED_47; N5P55; N6P113; N7P107; N8P41; N7P58; N2P106; N7P7; N3P114; SEED_85; N8P33; N5P66; N1P14; N1P29; N3P85; N5P119; N1P89; N7P29; N6P57; N2P85; N1P105; N3P99; N7P20; N1P98; SEED_51; N8P87; N4P99; N6P24; N8P65; SEED_7,N5P55; N8P41; N1P14; N2P106; N2P85; N7P20; N7P107; SEED_47; SEED_85; SEED_51,10,,0,0,0.0
gemini-2.5-pro,9,N9P91,literature review,30,N4P86; N1P115; N8P47; N2P5; N4P96; N0P21; SEED_9; N5P116; N3P71; N5P61; N4P113; N2P9; N7P104; N0P20; N8P1; N4P63; N8P7; N0P79; N0P19; N5P110; N4P52; N3P85; N0P96; N5P92; N2P74; N1P119; N0P3; N3P53; N4P4; N8P71,N1P115; N5P92; N5P116; N4P86; N2P5; N8P47; N0P96; N0P79; N1P119; N5P61,10,,0,0,0.0
gemini-2.5-pro,9,N9P92,literature review,30,N2P60; N2P119; SEED_14; N2P8; N6P21; N2P111; N2P32; N7P49; N6P107; N3P92; N0P93; N8P100; N3P17; N6P44; N7P56; N6P60; N7P20; N8P13; N7P77; N4P38; N3P106; N3P102; N5P61; N8P53; N0P29; N5P25; N8P98; N7P34; N2P72; N3P75,N2P60; N2P8; N3P102; N6P21; N2P119; N2P111; N7P49; N0P29; N6P107; SEED_14,10,,0,0,0.0
gemini-2.5-pro,9,N9P93,position paper,30,N3P63; N6P4; N5P82; N7P58; N3P115; N1P54; N4P20; N5P29; N4P95; N0P99; SEED_25; N0P63; N8P66; N6P50; N4P64; SEED_83; N8P80; N7P54; N1P19; N1P103; N0P71; N8P89; N0P114; N4P45; N1P67; N1P45; N7P21; N7P114; N4P83; N6P103,N7P58; N4P95; N1P54; N3P63; N5P82; N6P4; N0P99; N4P20; N5P29; N3P115,10,,0,0,0.0
gemini-2.5-pro,9,N9P94,literature review,30,N2P24; N3P109; SEED_4; N0P47; N7P88; SEED_11; N6P77; N8P81; SEED_8; N0P15; N7P90; N0P76; N0P30; N1P39; N5P18; N0P22; N3P86; N7P110; N2P9; SEED_77; N8P103; N8P9; N2P108; N4P60; N3P110; N3P22; SEED_53; N8P89; N8P26; N1P38,N7P88; N3P109; N2P24; N1P39; N0P30; N0P15; N6P77; N0P47; SEED_4; SEED_53,10,,0,0,0.0
