model,node,prompt_id,prompt_type,n_shown,papers_shown,papers_selected,n_selected,cited_not_shown,n_cited_not_shown,n_fabricated,hallucination_rate
gemini-3.1-flash-lite,5,N5P41,literature review,30,SEED_78; N4P114; N0P68; SEED_112; N1P86; SEED_48; N0P102; N2P101; N4P3; N2P14; N1P10; N1P8; N2P95; N3P46; N4P18; SEED_103; N2P84; N0P107; N2P57; N3P16; N1P75; SEED_26; SEED_111; N1P89; SEED_58; N4P82; N1P61; N4P110; N3P83; N3P63,N0P68; N4P114; N3P83; N2P101; N4P82; SEED_78; SEED_26; SEED_48; SEED_112; SEED_111,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P42,literature review,30,SEED_38; N2P34; N4P17; N0P47; N0P91; N1P112; N1P6; SEED_36; N0P42; N1P87; N0P102; SEED_79; N3P56; N4P64; N4P99; N2P104; SEED_76; SEED_77; SEED_75; N2P68; N1P103; N0P59; N1P93; N4P33; N4P75; N3P109; SEED_105; SEED_46; SEED_11; N0P6,N1P6; N4P17; N0P47; N1P112; N0P91; SEED_36; N0P42; SEED_105; SEED_46; SEED_11,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P43,position paper,30,N4P45; N4P5; N2P96; N4P3; N2P2; N4P8; N2P112; N0P4; N1P104; SEED_4; N4P25; N3P80; N1P70; SEED_96; N2P42; SEED_47; N1P61; N0P69; N1P96; N3P10; N0P11; N0P67; N3P99; N4P20; N3P25; N1P102; N0P83; N3P33; N3P53; N3P54,N4P5; N4P45; N2P96; N4P3; N4P25; N4P8; SEED_4; N0P4; N2P112; N3P53,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P44,literature review,30,N0P79; N4P75; N3P79; N0P16; N4P69; SEED_31; SEED_58; SEED_111; N0P63; N2P69; N0P81; SEED_75; N0P36; N4P107; N1P48; N0P114; N4P21; N4P12; SEED_104; N2P103; N0P87; N4P114; N2P2; N1P57; N1P2; N4P52; N0P102; N2P74; N1P44; N4P61,N4P69; N0P79; N0P81; N3P79; N2P103; SEED_111; N0P16; SEED_104; N2P2; N2P74,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P45,position paper,30,N2P81; N2P17; N1P114; N4P76; SEED_47; N1P106; N4P34; SEED_109; SEED_5; SEED_65; N0P54; N2P60; SEED_14; SEED_92; N1P14; N2P84; N3P95; N3P52; N0P97; N3P5; N1P75; N1P4; N0P2; SEED_66; N1P51; SEED_21; N0P64; N3P15; N4P60; N0P67,N2P81; N1P114; N4P76; N2P17; SEED_65; SEED_21; SEED_14; SEED_47; N1P106; N0P54,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P46,position paper,30,SEED_9; SEED_58; N2P13; N1P13; N2P34; N4P118; SEED_108; N3P33; N3P16; N1P56; N1P31; N1P83; N0P70; N1P90; N1P119; N2P110; N4P17; N0P67; N1P46; N2P12; N0P0; SEED_95; N0P5; SEED_40; N1P14; N4P21; N2P66; N2P14; N4P68; N1P2,N4P17; N3P16; N1P13; N4P21; SEED_108; SEED_9; N1P83; N2P12; N1P56; N3P33,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P47,literature review,30,N0P87; N2P117; N1P23; N1P40; N2P84; N4P0; N1P88; N3P25; SEED_89; N4P9; N4P41; SEED_9; N1P8; SEED_57; N1P102; N3P60; SEED_66; N0P55; N1P117; N0P38; N4P90; SEED_86; SEED_81; SEED_35; N0P13; N0P64; N1P72; SEED_11; N4P55; N2P54,N4P9; N1P23; N1P40; N0P87; SEED_9; SEED_57; N4P41; SEED_89; N2P84; N4P90,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P48,literature review,30,N3P1; N3P7; N2P70; N3P62; N3P9; N4P5; N4P107; N0P103; N0P43; N0P94; N3P47; N3P79; N0P53; N0P14; SEED_52; N0P29; N3P80; N1P25; N3P105; N2P72; N4P119; N2P39; SEED_55; N3P59; N3P13; N3P35; N4P36; N0P35; N0P80; N2P81,N4P5; N3P9; N1P25; N3P62; SEED_55; N0P14; N3P79; N3P13; N0P35; N0P94,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P49,literature review,30,N0P111; N1P42; N1P108; N3P75; N0P30; N4P105; N2P96; SEED_28; N1P52; N2P35; N0P28; N3P18; N2P119; N4P108; N1P110; N3P38; SEED_109; N2P69; N3P73; N2P65; N4P87; N1P94; N0P2; N1P81; SEED_73; N1P37; N4P96; N3P54; N4P102; N1P88,N0P111; N4P87; N1P94; N1P42; N2P96; N3P75; SEED_73; N4P108; N3P18; N4P102,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P5,position paper,30,SEED_84; N3P73; N1P36; SEED_51; N4P94; N2P72; N0P5; N1P52; N0P109; SEED_12; N0P91; SEED_104; N1P19; N3P43; N4P51; N0P106; N0P114; N4P62; N1P37; N3P111; N3P98; N1P16; N2P90; N2P110; N3P76; N4P100; N4P53; N2P24; SEED_14; N4P110,N1P36; N4P94; N3P73; N2P24; SEED_51; SEED_12; SEED_14; SEED_104; N1P52; N0P91,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P50,position paper,30,N2P78; N2P8; N4P58; N0P39; SEED_114; N1P28; SEED_72; N3P47; N4P2; N1P46; N2P43; N2P5; N0P5; N1P93; N2P106; SEED_16; N4P85; N1P107; N0P57; SEED_73; N3P55; N2P24; N3P52; N0P99; N4P51; N0P98; N4P107; N4P62; SEED_67; N4P31,N2P8; N4P58; N0P39; N2P78; N2P43; N1P28; SEED_114; N1P46; SEED_72; SEED_73,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P51,position paper,30,N4P115; SEED_74; N0P113; N2P43; N2P49; N3P24; SEED_18; N0P96; N3P103; N2P55; N3P76; N2P30; N3P92; N1P113; N4P28; N2P4; N3P61; N4P79; N1P65; N3P50; N4P25; N3P109; N2P10; N3P38; N3P66; N1P3; N0P40; N0P59; N1P4; N0P117,N4P28; N2P49; SEED_18; N0P96; N0P117; N1P113; N4P115; N1P4; N2P4,9,,0,0,0.0
gemini-3.1-flash-lite,5,N5P52,position paper,30,N2P81; N1P44; N1P2; N4P21; N0P23; N1P43; N3P56; N2P27; N3P40; N0P103; SEED_88; N3P83; SEED_100; N4P75; N2P30; SEED_115; N1P55; N0P98; N2P109; N2P1; SEED_78; SEED_3; N1P105; N3P105; N0P10; SEED_101; N3P101; N0P6; N2P84; N1P69,N2P1; N0P103; N2P27; N4P21; SEED_88; N1P2; N2P30; N1P55; N3P40,9,,0,0,0.0
gemini-3.1-flash-lite,5,N5P53,position paper,30,N1P23; N0P59; SEED_25; N0P37; N3P59; N0P72; N0P109; N4P100; N0P98; N0P108; SEED_34; SEED_9; N4P69; SEED_45; N2P20; N0P8; N1P36; N0P7; N4P17; N2P51; N1P99; N2P17; N1P24; N1P74; N1P58; SEED_103; N3P96; N4P87; N1P92; N1P45,N3P59; N0P59; N4P100; SEED_25; SEED_103; SEED_34; N1P24; N2P17; N0P7,9,,0,0,0.0
gemini-3.1-flash-lite,5,N5P54,literature review,30,N2P23; N0P82; N1P116; N2P90; N4P115; N0P107; SEED_62; SEED_68; N0P81; N1P30; N4P37; N4P43; N2P89; N3P80; N3P11; N3P31; N0P62; SEED_81; SEED_54; N2P70; N3P35; SEED_103; N3P119; N1P8; N0P10; N0P85; N2P17; N0P25; SEED_99; N0P78,N2P23; N4P115; N2P70; N2P90; N3P31; SEED_103; SEED_68; SEED_81; SEED_99; N0P82,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P55,literature review,30,N3P18; N4P40; SEED_118; N4P41; N1P69; N3P82; N1P106; N2P113; N0P97; SEED_42; N2P89; N1P45; N4P74; N1P31; N0P103; SEED_60; N0P12; N4P76; N0P119; N1P99; N0P117; N0P24; N1P84; SEED_67; N4P49; N0P40; N4P44; SEED_102; N1P96; N3P13,N1P69; N3P82; N0P24; N4P40; N4P74; SEED_118; N2P89; N1P84; N0P40; N4P44,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P56,literature review,30,N2P12; N0P90; N1P32; N3P69; SEED_84; N2P90; N2P10; N1P76; N1P83; N3P77; N1P70; N0P55; N4P60; N2P34; N4P3; N1P28; N1P26; N4P56; N4P36; SEED_97; SEED_100; SEED_7; N1P13; N0P108; N1P67; N3P62; SEED_99; N3P112; N3P106; N4P70,N2P10; N3P69; N2P34; N2P12; N2P90; SEED_84; SEED_99; N1P32; N1P13; N1P28,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P57,position paper,30,N0P18; N4P48; N0P116; N0P114; SEED_50; N0P22; SEED_42; N1P13; SEED_0; SEED_8; N0P62; N3P114; N2P90; N2P74; N2P18; N3P100; N2P109; N0P35; N4P35; N2P71; N1P8; N4P68; N3P112; N2P67; SEED_38; N4P77; N4P9; N4P114; SEED_102; N1P30,N0P18; N4P48; N0P22; N0P114; SEED_50; SEED_0; SEED_8; SEED_42; SEED_38; N0P35,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P58,literature review,30,SEED_19; SEED_66; N1P40; N4P8; N2P33; N0P37; N0P14; N2P3; N1P69; N2P44; N2P77; N1P47; N2P93; N1P53; N4P48; N0P82; N4P79; N1P62; N4P30; SEED_56; N2P114; SEED_71; N3P6; N0P84; N2P63; N2P54; N3P15; N4P103; N2P106; N4P107,N2P33; N2P3; N4P8; N0P37; SEED_19; SEED_66; N1P47; N1P53; N2P106; N1P40,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P59,literature review,30,N0P104; N0P33; N0P110; N4P59; N0P66; N4P90; SEED_27; N0P81; N0P36; N3P38; N4P116; N4P21; N4P74; SEED_83; N3P58; SEED_116; N4P54; N2P26; N1P42; N2P3; N2P33; N3P62; N4P50; SEED_77; N4P91; N0P94; N0P111; N0P14; N4P75; N4P65,N0P104; N4P90; N0P33; N4P59; N0P81; SEED_27; SEED_77; N3P38; N4P50,9,,0,0,0.0
gemini-3.1-flash-lite,5,N5P6,position paper,30,N0P35; N0P1; N2P10; N4P5; N0P57; N1P50; SEED_50; N2P105; N2P110; N4P94; N3P33; N3P49; SEED_51; N0P66; SEED_68; N1P117; N2P36; N4P69; N2P31; N3P102; N3P117; N1P119; N2P6; N4P104; N1P108; SEED_98; N4P12; SEED_94; N1P55; SEED_24,N0P35; N0P1; N2P10; N4P5; N1P50; N2P105; SEED_98; SEED_24; SEED_94; N4P94,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P60,literature review,30,SEED_18; N1P56; N1P77; N3P17; N0P41; N2P104; N0P87; N0P53; N3P99; SEED_2; N3P82; N1P82; N3P73; N4P85; N2P72; N3P36; N1P0; N4P114; N0P40; N4P5; N1P33; N0P86; N3P89; N2P88; N1P55; SEED_46; N3P61; N0P3; SEED_61; SEED_30,N4P5; N0P53; N0P41; SEED_61; SEED_18; SEED_30; N3P82; N4P114; SEED_46; SEED_2,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P61,position paper,30,N1P107; SEED_89; N0P57; N2P39; N0P1; N4P12; N4P47; N3P46; N3P119; N1P11; N0P5; N4P52; N1P69; N0P21; N0P11; N0P36; N3P94; N1P88; N4P111; N4P1; SEED_19; N4P65; N1P116; SEED_95; N4P64; N2P13; N3P38; N1P104; N2P51; N0P20,N2P39; N4P47; N3P46; N4P12; N3P119; SEED_89; N1P11; N1P107; N0P11; N4P64,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P62,literature review,30,SEED_13; N2P44; SEED_50; N4P102; N3P55; N1P48; N1P68; SEED_11; N3P101; N3P51; N0P37; N0P1; SEED_18; SEED_44; N1P49; N3P34; N3P48; N4P16; N4P67; N3P12; N2P101; N3P56; N2P91; N2P6; N2P1; N1P100; N3P94; N1P62; N4P27; N3P71,N3P51; N3P34; N3P55; SEED_13; SEED_50; SEED_11; SEED_44; SEED_18; N4P16; N4P102,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P63,position paper,30,N4P14; N2P112; SEED_82; N0P25; N1P76; N3P30; N4P32; N2P28; N0P13; N0P57; N2P119; SEED_49; N4P67; SEED_25; N4P68; N4P30; N2P80; N4P71; N3P20; N3P111; SEED_73; N1P118; N1P32; N2P35; N2P99; N4P92; SEED_32; N3P74; SEED_102; N4P26,N4P14; N4P32; N2P112; N1P76; SEED_82; SEED_73; SEED_25; N3P30; N2P28; N2P80,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P64,literature review,30,N0P60; N4P80; SEED_96; N3P41; N4P63; N4P100; N1P87; SEED_118; N0P87; N0P79; N2P17; N0P98; N1P59; N4P118; N1P64; N4P2; N3P102; SEED_101; N2P46; N2P112; N2P110; N0P34; SEED_76; N1P30; N2P89; SEED_74; N3P35; N0P37; N2P85; N4P59,N2P46; N4P118; N4P80; N4P2; N3P41; SEED_74; SEED_101; SEED_96; N0P37; N2P110,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P65,position paper,30,N0P108; N4P18; SEED_103; N2P31; N1P80; N0P107; N4P0; N0P93; N2P60; SEED_26; N4P89; N0P100; N3P72; N2P101; N3P109; N4P111; N0P37; N4P61; N2P83; N0P30; SEED_95; N2P14; N4P119; SEED_107; N0P84; N1P26; N0P115; SEED_31; N0P31; N4P27,N4P18; N4P0; N4P119; N0P115; SEED_26; SEED_103; N0P108; N2P31; N0P37,9,,0,0,0.0
gemini-3.1-flash-lite,5,N5P66,position paper,30,N1P100; N0P79; N0P77; N2P71; SEED_80; SEED_17; SEED_83; N3P7; N0P87; N1P34; N1P21; N1P43; SEED_75; N2P42; N4P71; SEED_112; SEED_95; N3P4; N1P7; N4P62; N2P29; N3P99; N0P5; N4P74; SEED_40; SEED_56; N1P44; SEED_110; N4P6; N1P101,N1P100; N2P71; N4P74; N0P77; SEED_80; SEED_17; N0P79; SEED_112; N4P62; N0P87,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P67,position paper,30,N3P98; N4P77; N0P85; N1P68; N2P15; N0P42; N4P60; N1P118; N2P29; N2P81; N3P33; N4P0; N0P102; N3P0; N3P104; N2P50; N2P108; N0P101; SEED_9; N1P31; N3P118; N3P65; N3P109; N2P27; SEED_82; N4P97; N4P52; SEED_12; N0P69; N3P101,N2P15; N4P77; N2P81; N1P118; N3P109; N1P68; N3P104; SEED_12; SEED_9; N0P42,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P68,position paper,30,N3P88; N3P32; N3P85; N1P39; SEED_36; N1P6; N3P74; N1P11; N1P100; SEED_42; SEED_80; N2P53; SEED_86; N1P37; N2P82; N0P92; N3P9; N4P33; N1P96; N2P58; N4P13; N1P84; N3P1; N4P15; N4P38; N2P24; N4P9; N2P105; N3P100; N4P92,N3P32; SEED_36; N3P88; N3P85; N1P39; SEED_42; SEED_80; N1P6; N1P11; N2P82,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P69,position paper,30,SEED_92; N1P90; SEED_68; N1P96; N2P112; N3P44; N3P68; N4P99; N4P98; N3P10; N0P21; N2P70; N2P78; N4P57; N1P24; N1P20; N2P17; N3P91; N0P56; N0P67; N3P11; SEED_100; N3P84; N2P110; N4P89; N4P82; N1P71; N4P34; N3P36; N3P26,N1P90; N1P96; N2P112; N3P68; SEED_68; N3P10; SEED_92; N1P24; N2P70; N2P78,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P7,position paper,30,N0P48; N0P28; N0P58; N0P8; N1P111; N3P100; N3P34; N1P4; N3P20; N4P36; SEED_47; N1P27; N2P30; N2P37; SEED_28; N2P12; N2P94; N4P62; N2P5; N4P16; SEED_8; SEED_25; N0P67; SEED_105; N1P33; N3P22; N0P51; N2P32; N3P6; N4P61,N1P4; N2P5; N1P111; N2P12; SEED_8; SEED_25; N2P94; SEED_28; N0P51; N0P48,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P70,position paper,30,N0P88; SEED_47; N2P1; N4P86; SEED_38; N1P57; N1P73; SEED_81; N4P106; N2P4; SEED_17; N4P61; N1P32; SEED_2; N0P2; N4P51; SEED_78; N4P80; N2P83; N0P59; N0P62; N4P95; N4P93; N2P78; N0P52; N2P49; N3P118; N0P12; N2P57; N3P99,N0P88; N4P51; N4P61; N4P95; SEED_17; SEED_47; SEED_78; N0P2; N2P4; N3P99,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P71,position paper,30,N1P109; N1P78; N1P90; N4P48; SEED_94; N3P78; N4P49; N0P116; N0P7; N1P95; N0P39; N0P32; N0P72; N1P27; N0P22; SEED_37; SEED_69; N2P26; N4P36; N0P56; N3P108; N0P23; N3P47; SEED_47; N4P55; N1P88; N2P90; N2P32; N3P82; N3P62,N2P32; N3P82; N4P36; SEED_47; SEED_37; SEED_94; N0P32; N0P7; N3P62,9,,0,0,0.0
gemini-3.1-flash-lite,5,N5P72,literature review,30,N1P107; N2P119; N2P45; N3P98; N4P105; N0P64; N4P66; N1P106; N0P118; N0P72; N2P113; N1P8; N4P112; N3P33; N3P20; N0P7; N2P110; N1P58; N0P81; SEED_66; N3P7; N0P56; N3P105; N3P43; N0P63; SEED_10; N2P44; N2P31; N3P75; N4P47,N2P45; N3P98; N0P64; N4P66; N3P43; N0P118; N0P72; N3P20; N2P113; N2P31,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P73,literature review,30,N4P65; N1P95; SEED_7; N3P43; N4P94; N3P54; N1P91; N3P111; N1P104; SEED_99; N4P96; N3P30; N2P4; N3P2; N3P7; N0P81; SEED_53; N3P46; N1P89; N2P90; N2P53; N3P50; N2P70; N3P16; N4P101; N4P44; SEED_59; N0P8; N4P84; N2P112,N4P65; N3P43; N4P94; N3P54; SEED_7; SEED_99; N1P91; SEED_53; N4P44,9,,0,0,0.0
gemini-3.1-flash-lite,5,N5P74,literature review,30,N4P16; N4P1; N2P47; SEED_17; N3P116; N1P3; N0P40; N2P1; SEED_10; SEED_41; N1P99; N1P85; N0P91; SEED_83; SEED_30; N1P117; N3P54; N3P86; N0P36; N2P13; N4P70; N4P111; N0P90; N0P56; N4P101; N3P59; N0P41; N0P94; N1P83; SEED_40,N4P16; N2P47; N4P1; SEED_17; N1P3; SEED_41; SEED_30; SEED_83; N3P54; N0P90,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P75,literature review,30,N4P35; N4P47; N3P55; SEED_56; N2P10; N2P13; N4P48; N0P76; N3P107; SEED_30; N0P110; SEED_4; SEED_39; N2P69; N4P50; N0P100; N1P21; N1P19; SEED_80; N1P89; N1P107; N2P14; N1P33; N3P48; N4P3; N1P63; N2P12; SEED_54; N4P74; N4P119,N4P47; N3P55; N3P107; N1P33; N2P10; SEED_30; SEED_39; SEED_80; SEED_54; N4P74,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P76,position paper,30,SEED_22; N0P50; N4P79; N2P13; N4P32; N3P74; SEED_67; N3P46; N3P51; N2P57; N1P112; N1P8; N1P82; N0P68; N3P52; SEED_31; N1P3; SEED_98; N0P70; N1P106; N1P48; N2P52; N4P0; N2P37; N0P98; N4P98; SEED_20; N0P6; SEED_111; N1P36,N3P46; N2P37; N3P51; N3P74; SEED_98; SEED_22; SEED_20; SEED_67; SEED_111; N2P13,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P77,literature review,30,N2P20; N0P108; N4P91; N0P70; SEED_5; N0P93; SEED_9; N1P97; N1P36; N1P34; N1P68; N4P79; N0P21; N4P111; N0P96; N1P81; SEED_71; N3P84; SEED_2; N4P39; N1P43; N1P37; N2P98; N0P100; SEED_90; SEED_39; N3P99; N0P98; N0P106; N2P26,N4P91; N1P97; N1P36; N0P108; N0P21; SEED_90; SEED_39; SEED_5; SEED_9; N1P43,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P78,literature review,30,N0P68; N1P102; N4P71; N2P19; N3P110; N1P3; N3P55; SEED_41; N0P80; SEED_96; N1P2; N3P54; N4P9; SEED_57; N4P50; N3P39; N4P4; N4P40; N4P55; N1P56; N3P22; N0P82; N4P104; SEED_23; N4P99; N1P65; N2P112; N3P83; N2P82; N3P52,N4P9; N4P55; N4P40; N3P55; SEED_23; N3P39; N4P71; SEED_41; N1P65; SEED_57,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P79,position paper,30,N1P76; N2P19; N1P43; SEED_7; N0P41; N0P52; N1P34; N3P16; N0P8; N1P101; N2P119; N2P78; N4P118; N1P97; N4P64; N2P51; N4P107; N1P92; N0P4; N1P81; N2P70; N1P24; N0P45; N0P112; N1P99; N3P110; N2P83; N4P51; SEED_18; N1P69,N1P43; N2P19; N0P41; N2P78; N4P51; N1P76; SEED_18; N0P52; N4P64; N1P101,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P8,position paper,30,N3P5; N3P21; N4P101; N0P3; N1P58; N2P44; SEED_24; N3P14; N3P108; N4P19; N1P29; N1P71; N2P38; N2P92; N0P12; SEED_22; N3P67; N0P64; N4P104; N3P50; N2P50; SEED_67; N0P93; N4P41; SEED_89; N4P43; N0P59; N4P61; N2P55; N4P77,N3P21; N4P101; N3P5; N4P43; SEED_24; SEED_89; N3P14; N0P12; N2P92; N1P58,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P80,literature review,30,N2P62; N3P67; N3P11; N4P22; N2P25; N4P54; N1P16; N3P94; N3P99; N3P43; N0P25; N2P6; N2P49; SEED_51; N0P114; N1P45; SEED_77; N2P41; N2P109; N2P81; N3P38; N2P43; N3P6; N2P0; N3P86; N3P117; N2P98; N0P46; N1P43; N0P17,N3P86; N3P11; N2P0; N2P25; N0P25; N4P22; N2P98; N1P43; N0P17; N3P6,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P81,literature review,30,N4P37; SEED_65; SEED_87; N0P82; SEED_41; N0P28; SEED_19; N2P36; N1P68; N2P32; N4P36; N1P34; N4P68; N3P60; N4P65; N3P82; N3P5; N2P83; SEED_18; N1P29; N2P12; N4P11; N1P89; N0P42; SEED_12; N4P99; N4P16; N1P97; SEED_47; N3P10,N4P37; N1P68; SEED_65; SEED_41; SEED_19; SEED_47; N0P28,7,,0,0,0.0
gemini-3.1-flash-lite,5,N5P82,position paper,30,N1P94; N0P84; N2P107; N0P2; N4P45; N2P119; N4P58; N0P18; N4P25; N0P37; N3P23; N0P50; N2P50; SEED_86; N2P12; N1P106; SEED_112; N4P49; N4P119; N3P77; N1P76; N4P9; SEED_117; N3P33; N2P67; SEED_71; N2P56; N3P56; SEED_88; N3P114,N1P94; N4P45; N0P84; N2P119; N4P58; SEED_71; SEED_88; SEED_117; N0P37; N2P107,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P83,position paper,30,N1P46; N1P106; N1P26; N4P10; N2P50; N1P42; N0P97; N1P82; SEED_104; N1P18; N2P31; N2P83; SEED_106; N2P29; SEED_52; N3P90; N1P118; N0P48; N4P115; SEED_103; N3P98; SEED_102; SEED_89; N0P98; N2P8; N0P78; N0P55; SEED_46; N4P43; N1P116,N1P46; N1P26; N4P10; N2P50; SEED_52; SEED_103; SEED_106; SEED_89; N2P31; N0P48,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P84,position paper,30,N2P14; N1P68; N0P86; N1P12; N1P66; N0P75; N0P103; N0P41; N2P97; N4P66; N4P8; N1P24; N1P45; N0P70; N1P8; N3P9; N0P21; N4P88; N0P20; N0P90; N4P56; N1P50; N3P55; SEED_16; N2P11; N3P77; N3P82; SEED_107; N4P43; N2P13,N2P14; N1P68; N1P66; N4P56; N2P97; N0P75; N0P103; N4P8; N4P43; N3P82,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P85,literature review,30,N2P67; N4P115; N0P31; N1P33; N4P6; N1P75; N4P70; SEED_59; N3P39; SEED_107; N4P26; N1P94; N0P62; N2P56; N1P46; N1P6; N1P117; N4P112; N4P79; N4P67; N3P100; N0P91; N2P26; N0P26; N4P19; N1P35; N0P13; N3P109; N0P18; N0P107,N2P67; N4P115; N1P33; N4P6; N4P70; N0P31; N1P94; N0P62; SEED_107; N0P18,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P86,literature review,30,N2P52; N3P102; N1P98; N0P73; N4P101; N0P85; N2P1; N2P53; N3P76; N1P5; N2P70; N3P61; N0P116; N4P55; N3P97; N1P19; N1P119; N4P23; N1P107; SEED_80; N0P3; SEED_86; SEED_53; N3P25; N3P89; N2P49; N0P24; N4P35; N1P53; N4P18,N3P102; N4P101; N1P98; N2P53; N3P76; N0P73; N2P52; SEED_86; SEED_53; N3P61,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P87,literature review,30,N3P23; N4P119; N1P81; N3P46; N2P111; N1P21; N4P11; N3P98; N0P113; N1P61; N1P99; N2P100; N4P50; N0P55; N3P119; N3P12; N4P38; N4P10; N2P12; N0P9; N0P102; N1P36; N2P47; N4P75; SEED_4; SEED_104; N1P72; N2P42; N1P113; N1P14,N1P81; N3P46; N3P23; N4P119; N4P50; N1P99; SEED_4; SEED_104; N2P111; N2P47,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P88,literature review,30,N3P61; N4P86; N1P111; N2P19; N2P96; N2P28; N3P30; N2P50; N4P99; N3P36; N3P42; N4P46; N0P33; N4P16; N3P75; N2P105; N4P73; N0P47; N3P35; N0P103; N0P40; N4P17; N3P38; SEED_97; N2P12; N2P54; N2P42; N4P83; N4P33; N2P9,N2P42; N3P61; N1P111; N2P28; N4P16; N2P105; N0P47; N3P36; N4P99; N3P38,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P89,position paper,30,N2P44; N4P51; N3P11; N1P53; SEED_42; N1P13; SEED_105; N4P104; N3P97; N2P87; N4P97; N3P104; N2P17; N4P43; N1P115; N1P98; SEED_56; SEED_97; N0P8; N4P49; N1P118; N2P19; N2P21; N2P28; N0P83; N0P111; N1P109; N1P27; SEED_48; N2P106,N3P11; N4P51; N3P104; SEED_42; SEED_105; N3P97; N4P104; N1P109; N2P28; N2P106,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P9,literature review,30,N0P66; SEED_88; N3P42; SEED_98; N2P35; N4P9; N3P69; N3P76; N2P68; N2P88; N2P90; N0P99; N2P12; N3P99; N2P73; N1P34; N1P72; N0P41; N3P8; N4P108; N2P56; N2P10; SEED_26; SEED_37; N1P61; N0P54; N2P93; SEED_38; N4P33; SEED_11,N0P66; N3P42; SEED_98; N3P76; SEED_88; N4P9; N3P69; N2P68; N2P88; N2P90,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P90,position paper,30,N2P13; N0P118; N2P14; N3P71; N4P63; N3P51; SEED_111; N4P110; N1P41; N2P89; N1P104; N2P112; SEED_96; N4P37; SEED_46; N0P1; N1P12; N1P8; N4P51; N4P61; N3P64; N2P104; SEED_50; N2P85; SEED_107; SEED_93; N2P87; N4P55; SEED_58; N4P107,N4P51; N4P110; N2P13; SEED_46; SEED_50; SEED_96; SEED_111; SEED_58; N3P51,9,,0,0,0.0
gemini-3.1-flash-lite,5,N5P91,position paper,30,N4P10; SEED_88; N4P28; N1P80; N3P15; SEED_34; N0P12; N1P88; N1P26; N4P118; N4P76; N0P7; SEED_23; N2P69; N2P53; N4P56; N3P115; N4P48; N3P85; N4P106; N0P6; N2P46; N4P99; N1P118; N2P4; N2P58; N3P8; N2P12; N0P94; N1P107,N4P10; N4P28; N2P4; SEED_88; N1P80; N1P88; SEED_34; N0P12; N3P15; SEED_23,10,,0,0,0.0
gemini-3.1-flash-lite,5,N5P92,position paper,30,SEED_95; N2P93; N3P44; N4P79; N3P36; N2P49; N4P91; N3P73; N0P40; N0P54; N2P99; N1P22; N1P58; N4P53; SEED_58; N1P93; N0P17; N0P69; N4P34; N2P52; N0P108; N0P35; N0P50; N2P41; SEED_25; SEED_97; N3P93; N2P108; N4P58; N3P28,SEED_95; N2P93; N3P44; N3P36; N4P91; N2P49; N2P99; N4P79; N0P108; N4P58,10,,0,0,0.0
