annotator_id,prompt_id,seed_id,cited,submitted_at
A2,N0P23,SEED_66,0,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_68,1,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_72,1,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_75,1,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_78,0,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_83,0,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_85,0,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_93,0,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_96,1,2026-06-09 00:52:24.29207+00
A2,N0P23,SEED_99,0,2026-06-09 00:52:24.29207+00
A2,N0P32,SEED_101,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_104,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_11,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_111,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_112,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_113,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_116,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_13,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_14,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_20,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_32,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_36,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_4,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_40,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_41,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_42,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_44,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_51,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_52,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_58,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_60,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_62,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_63,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_65,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_70,1,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_81,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_84,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_85,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_88,0,2026-06-09 01:21:42.187772+00
A2,N0P32,SEED_97,1,2026-06-09 01:21:42.187772+00
A2,N0P33,SEED_104,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_109,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_110,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_117,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_15,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_16,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_20,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_24,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_26,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_3,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_30,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_34,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_36,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_39,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_46,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_52,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_56,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_59,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_6,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_62,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_63,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_66,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_70,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_77,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_79,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_80,0,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_89,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_90,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_96,1,2026-06-09 00:47:26.382726+00
A2,N0P33,SEED_97,1,2026-06-09 00:47:26.382726+00
A2,N0P34,SEED_105,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_106,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_107,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_11,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_119,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_14,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_15,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_17,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_18,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_19,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_24,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_28,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_31,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_34,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_37,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_49,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_52,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_53,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_58,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_59,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_60,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_61,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_63,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_65,1,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_70,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_76,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_8,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_82,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_90,0,2026-06-09 01:38:25.880795+00
A2,N0P34,SEED_91,1,2026-06-09 01:38:25.880795+00
A2,N0P38,SEED_101,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_109,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_11,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_111,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_116,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_117,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_12,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_18,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_21,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_23,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_3,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_31,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_37,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_38,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_41,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_45,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_47,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_5,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_52,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_55,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_56,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_67,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_7,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_72,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_81,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_87,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_88,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_90,1,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_95,0,2026-06-09 01:26:51.418657+00
A2,N0P38,SEED_97,1,2026-06-09 01:26:51.418657+00
A2,N0P42,SEED_100,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_103,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_105,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_106,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_107,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_112,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_114,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_14,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_16,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_18,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_21,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_25,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_28,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_32,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_34,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_37,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_43,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_46,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_50,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_59,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_61,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_64,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_67,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_69,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_71,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_86,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_9,1,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_92,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_95,0,2026-06-09 00:44:26.726717+00
A2,N0P42,SEED_96,0,2026-06-09 00:44:26.726717+00
A2,N0P43,SEED_1,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_101,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_104,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_105,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_109,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_111,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_112,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_116,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_13,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_15,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_28,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_29,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_3,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_33,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_41,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_47,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_48,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_50,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_58,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_60,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_68,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_71,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_74,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_78,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_79,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_8,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_81,1,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_82,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_86,0,2026-06-09 01:16:24.243134+00
A2,N0P43,SEED_95,0,2026-06-09 01:16:24.243134+00
A2,N0P44,SEED_107,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_113,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_114,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_116,1,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_117,1,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_118,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_119,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_12,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_14,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_17,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_19,1,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_30,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_38,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_4,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_47,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_49,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_5,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_52,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_53,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_58,1,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_63,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_68,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_69,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_75,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_83,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_85,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_89,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_93,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_95,0,2026-06-09 02:04:40.936922+00
A2,N0P44,SEED_96,0,2026-06-09 02:04:40.936922+00
A2,N0P45,SEED_103,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_109,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_11,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_112,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_113,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_114,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_117,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_12,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_15,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_24,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_27,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_30,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_35,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_4,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_45,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_46,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_47,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_50,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_52,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_56,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_58,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_69,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_7,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_76,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_78,1,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_81,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_82,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_84,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_87,0,2026-06-09 01:39:32.476113+00
A2,N0P45,SEED_88,0,2026-06-09 01:39:32.476113+00
A2,N0P48,SEED_10,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_103,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_107,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_108,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_13,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_16,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_18,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_3,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_35,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_38,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_41,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_48,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_51,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_54,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_56,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_58,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_61,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_62,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_7,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_70,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_74,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_76,1,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_77,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_79,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_8,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_81,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_82,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_87,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_9,0,2026-06-09 01:23:15.25491+00
A2,N0P48,SEED_91,0,2026-06-09 01:23:15.25491+00
A2,N0P49,SEED_101,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_109,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_110,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_114,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_115,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_118,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_12,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_14,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_27,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_29,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_37,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_40,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_43,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_51,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_52,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_53,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_54,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_55,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_57,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_58,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_64,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_70,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_77,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_83,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_85,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_89,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_92,1,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_93,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_95,0,2026-06-09 00:54:54.634908+00
A2,N0P49,SEED_98,0,2026-06-09 00:54:54.634908+00
A2,N0P51,SEED_107,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_108,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_111,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_113,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_117,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_118,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_13,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_14,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_19,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_27,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_28,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_3,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_35,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_44,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_45,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_47,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_54,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_61,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_64,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_71,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_73,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_77,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_78,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_79,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_82,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_84,0,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_86,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_97,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_98,1,2026-06-09 01:24:39.888781+00
A2,N0P51,SEED_99,0,2026-06-09 01:24:39.888781+00
A2,N0P58,SEED_101,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_106,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_107,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_109,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_11,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_110,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_112,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_35,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_36,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_38,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_39,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_4,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_45,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_47,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_49,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_5,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_56,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_57,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_59,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_60,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_64,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_7,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_70,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_74,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_75,1,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_76,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_78,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_80,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_82,0,2026-06-09 00:51:18.755754+00
A2,N0P58,SEED_9,0,2026-06-09 00:51:18.755754+00
A2,N0P6,SEED_1,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_10,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_107,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_109,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_111,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_112,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_114,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_119,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_12,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_16,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_26,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_30,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_33,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_38,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_40,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_50,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_53,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_58,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_66,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_72,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_74,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_79,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_82,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_84,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_85,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_9,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_91,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_96,0,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_97,1,2026-06-09 01:01:46.595969+00
A2,N0P6,SEED_99,1,2026-06-09 01:01:46.595969+00
A2,N0P60,SEED_10,0,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_101,0,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_103,0,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_111,1,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_113,0,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_119,0,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_12,1,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_18,0,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_19,1,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_32,1,2026-06-09 01:20:59.930626+00
A2,N0P60,SEED_36,0,2026-06-09 01:20:59.930626+00
